region.centroid.col,region.centroid.row,short.line.density.5,vedge.mean,vegde.sd,hedge.mean,hedge.sd,intensity.mean,exred.mean,exblue.mean,exgreen.mean,saturation.mean,hue.mean,binaryClass
3,106,0.0,0.222222,0.172133,0.111111,0.172133,0.555556,-1.66667,3.33333,-1.66667,1.0,-2.0944,N
142,112,0.0,1.05556,0.490653,0.555555,0.344265,28.8519,-12.8889,22.1111,-9.22222,0.32175,-2.20016,N
53,176,0.0,1.94445,0.879815,1.55556,1.99629,50.2963,-14.5556,35.4444,-20.8889,0.302421,-1.97757,N
254,159,0.0,3.55556,7.54074,14.8333,152.7,36.6296,-15.8889,28.7778,-12.8889,0.294845,-2.31687,N
134,93,0.0,0.388889,0.250924,0.888889,0.544331,20.9259,-12.7778,25.8889,-13.1111,0.44338,-2.08608,N
77,135,0.0,2.94444,1.97109,1.77778,0.958394,47.3704,-19.1111,39.8889,-20.7778,0.33466,-2.06346,N
189,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
89,89,0.0,1.72222,2.90741,2.94444,4.86296,21.8889,-1.66667,17.6667,-16.0,0.400445,-1.61137,P
116,184,0.0,2.22222,2.11852,10.6111,45.0852,31.7037,-8.77778,18.8889,-10.1111,0.250721,-2.21546,N
210,232,0.0,1.83333,1.20646,1.5,1.7224,8.81481,-6.77778,-4.77778,11.5556,0.491388,2.20132,N
16,51,0.0,0.722223,0.443054,0.833335,0.722649,122.963,-36.8889,53.4444,-16.5556,0.213813,-2.33046,N
132,124,0.0,0.222222,0.074074,0.222222,0.074074,1.07407,-3.22222,6.44444,-3.22222,1.0,-2.0944,N
29,111,0.0,0.388889,0.240741,0.611111,0.151852,5.40741,4.44444,2.77778,-7.22222,0.564153,-0.897859,P
177,190,0.0,0.944445,0.82776,1.38889,0.952579,52.4074,-15.2222,36.4444,-21.2222,0.297733,-1.9859,N
58,125,0.0,2.16667,1.11056,1.05556,0.90472,18.5556,-22.3333,36.3333,-14.0,0.638455,-2.24196,N
242,65,0.0,0.555555,0.272166,1.0,0.421637,8.92593,-8.44444,16.2222,-7.77778,0.583461,-2.12188,N
158,195,0.0,2.44444,2.34442,2.83333,1.7224,11.7037,-6.77778,-9.44444,16.2222,0.517717,2.01123,N
60,196,0.0,1.44444,1.04704,4.44444,1.99629,51.1481,-17.4444,36.5556,-19.1111,0.297689,-2.05926,N
74,129,0.0,0.222222,0.02963,0.111111,0.02963,0.518518,-1.55556,3.11111,-1.55556,1.0,-2.0944,N
223,185,0.0,0.5,0.349603,2.38889,2.08078,12.963,-4.22222,-9.55556,13.7778,0.445418,1.83885,N
214,194,0.0,1.22222,1.0256,3.22222,1.69531,45.0741,-14.5556,31.1111,-16.5556,0.291972,-2.047,N
205,204,0.0,1.55556,0.958394,1.88889,1.77221,19.0,-14.0,-5.66667,19.6667,0.439342,2.34873,N
59,99,0.0,0.777778,0.82963,1.0,0.355556,2.03704,-5.77778,10.5556,-4.77778,0.986111,-2.14974,N
199,97,0.111111,2.72222,1.25462,0.5,0.182574,47.8148,-5.44444,18.8889,-13.4444,0.199351,-1.83678,N
8,21,0.111111,0.611112,0.443054,2.05556,1.21868,125.593,-36.4444,50.5556,-14.1111,0.203582,-2.36253,N
117,246,0.0,2.27778,5.61852,2.66667,5.86667,15.4444,-10.3333,-3.33333,13.6667,0.395955,2.39569,N
112,30,0.0,0.555557,0.272164,1.22222,0.720082,113.259,-37.4444,50.5556,-13.1111,0.225384,-2.38531,N
188,35,0.0,1.22222,1.05185,1.11111,0.562963,124.556,-30.3333,46.6667,-16.3333,0.183109,-2.28292,N
220,111,0.0,2.55556,1.65552,2.27778,1.59745,29.5926,-12.4444,25.8889,-13.4444,0.349325,-2.06472,N
2,114,0.0,0.833333,0.122222,0.277778,0.062963,1.74074,-2.88889,6.44444,-3.55556,0.881481,-2.02703,N
145,185,0.111111,2.77778,2.2575,2.22222,1.95126,56.2593,-19.1111,40.8889,-21.7778,0.302283,-2.05106,N
30,251,0.0,2.44444,1.88169,8.0,1.60554,20.6667,2.33333,-8.66667,6.33333,0.231417,1.28706,N
107,129,0.0,0.555556,0.562963,0.888889,0.874074,6.66667,5.33333,2.66667,-8.0,0.530556,-0.843904,P
34,128,0.0,0.444444,0.118518,0.666667,0.488889,5.66667,5.33333,2.66667,-8.0,0.597443,-0.837598,P
105,62,0.0,0.833335,0.166666,1.16667,0.833334,126.481,-26.7778,41.5556,-14.7778,0.162225,-2.27543,N
237,192,0.111111,0.833333,0.547723,4.38889,3.52399,46.3704,-15.7778,33.8889,-18.1111,0.302675,-2.04724,N
238,86,0.0,0.444444,0.02963,0.333333,0.044444,12.0,-13.3333,25.3333,-12.0,0.629503,-2.12836,N
94,80,0.0,2.16667,1.1879,0.833334,0.505525,58.3333,-21.3333,41.3333,-20.0,0.290834,-2.11635,N
139,187,0.0,2.05556,1.12382,1.83333,1.06979,60.4444,-20.3333,43.0,-22.6667,0.292692,-2.05821,N
66,109,0.0,0.833332,0.809666,1.0,0.843276,102.481,-39.1111,59.2222,-20.1111,0.268118,-2.29755,N
4,189,0.0,2.05556,3.88519,11.7222,114.596,26.4444,-9.0,19.6667,-10.6667,0.271473,-2.101,N
18,70,0.0,9.44444,5.8979,9.94444,6.94875,21.037,-14.4444,16.8889,-2.44444,0.415836,-2.5142,N
202,71,0.0,0.944444,0.574134,0.777777,0.45542,38.3704,-1.44444,11.2222,-9.77778,0.166047,-1.67592,N
3,21,0.0,0.444445,0.607407,1.22222,0.118518,130.148,-28.1111,39.2222,-11.1111,0.15668,-2.35718,N
218,64,0.0,1.5,1.13039,1.83333,1.96356,8.0,-5.66667,13.6667,-8.0,0.579142,-1.96525,N
194,124,0.0,1.5,0.433334,1.38889,0.907407,2.81481,-5.44444,8.22222,-2.77778,0.836773,-2.28461,N
209,191,0.0,3.05556,2.30378,5.72222,6.07149,48.2222,-13.0,31.3333,-18.3333,0.279764,-1.9649,N
32,206,0.0,2.83333,1.77326,5.61111,2.80806,57.6296,-21.5556,43.4444,-21.8889,0.30568,-2.08593,N
145,34,0.111111,0.555557,0.340741,1.88889,1.14074,137.037,-16.7778,28.8889,-12.1111,0.104539,-2.2,N
93,127,0.0,1.11111,0.834443,1.0,0.788811,3.81481,-7.44444,8.88889,-1.44444,0.827249,-2.47456,N
33,94,0.0,1.33333,0.210818,2.55556,1.64204,5.88889,-8.0,5.66667,2.33333,0.609788,-2.86995,N
184,145,0.0,0.722222,0.611616,0.222222,0.272166,0.555556,-0.666667,2.0,-1.33333,0.527778,-1.92094,N
230,162,0.0,1.66667,1.07497,0.944444,0.574134,17.3333,-10.6667,-4.33333,15.0,0.382522,2.35037,N
165,119,0.0,1.05556,1.57408,1.44444,0.829629,29.4815,-18.7778,32.5556,-13.7778,0.425713,-2.18778,N
36,189,0.0,1.94444,2.46296,5.83333,21.5889,31.3704,-8.77778,19.8889,-11.1111,0.266302,-2.02035,N
9,180,0.0,1.16667,0.722649,1.16667,0.983192,22.5556,-15.3333,-1.66667,17.0,0.381429,2.54166,N
159,210,0.0,1.5,1.36667,1.55556,2.16296,12.963,-10.5556,-2.88889,13.4444,0.460437,2.42875,N
126,141,0.0,1.38889,1.35185,0.888889,0.82963,3.25926,-8.44444,13.2222,-4.77778,0.953086,-2.25712,N
133,102,0.0,22.0556,374.596,29.8889,488.03,44.037,-19.7778,25.8889,-6.11111,0.397892,-2.41682,N
176,100,0.0,1.94444,0.774075,1.44444,0.651851,55.3704,-15.1111,34.5556,-19.4444,0.268621,-2.00619,N
223,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
72,31,0.0,1.11111,1.4963,1.33333,0.711108,135.926,-18.1111,28.8889,-10.7778,0.107616,-2.25501,N
193,125,0.0,5.05556,2.55096,1.94444,1.87873,37.4444,-15.3333,30.3333,-15.0,0.321825,-2.10069,N
103,130,0.0,0.333333,0.0,0.277778,0.389682,0.777778,-2.33333,4.66667,-2.33333,1.0,-2.0944,N
146,124,0.0,0.5,0.166667,0.388889,0.107407,6.03704,4.22222,3.88889,-8.11111,0.563492,-1.02473,P
67,34,0.0,1.11111,1.22323,0.555556,0.583731,54.2593,-24.1111,48.2222,-24.1111,0.34747,-2.09452,N
130,189,0.0,0.888889,0.340741,1.16667,0.922222,12.0,-7.66667,-5.66667,13.3333,0.439443,2.19414,N
234,161,0.0,0.888889,0.501849,1.61111,1.40502,19.037,-11.7778,-6.11111,17.8889,0.395599,2.29274,N
83,133,0.111111,2.33333,2.13957,1.16667,1.06979,48.6667,-21.3333,41.6667,-20.3333,0.339145,-2.11179,N
96,236,0.0,1.72222,3.84074,1.72222,1.12963,13.963,-9.55556,-4.55556,14.1111,0.424235,2.32063,N
41,77,0.111111,1.77778,0.651851,1.61111,1.57407,5.0,-11.3333,15.6667,-4.33333,0.891608,-2.35488,N
161,135,0.0,0.055556,0.136083,0.111111,0.172133,1.25926,-1.44444,5.22222,-3.77778,1.0,-1.82221,N
158,76,0.0,0.833333,0.658281,3.27778,3.06534,34.8519,-8.88889,21.4444,-12.5556,0.27031,-1.9815,N
241,90,0.0,5.66667,23.3778,6.77778,63.763,9.0,-12.6667,20.0,-7.33333,0.762919,-2.26639,N
240,58,0.0,1.05555,0.774072,1.0,0.711108,92.7037,-47.4444,77.5556,-30.1111,0.351331,-2.2393,N
84,65,0.0,0.722221,0.374072,2.0,0.711109,125.667,-31.0,48.0,-17.0,0.185658,-2.27374,N
157,20,0.0,1.33333,0.760117,4.94444,4.47917,35.4815,-10.4444,21.8889,-11.4444,0.261958,-2.0452,N
185,102,0.0,11.0556,73.7074,0.444445,0.207407,56.7778,-17.0,37.0,-20.0,0.274353,-2.03405,N
41,150,0.0,1.77778,1.94074,2.16667,1.5,20.7407,-13.5556,25.4444,-11.8889,0.441573,-2.13488,N
222,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
228,20,0.0,1.05555,0.490655,0.833333,0.752773,125.0,-33.0,46.6667,-13.6667,0.188892,-2.34801,N
212,81,0.0,0.72222,0.107409,0.833332,0.077779,92.1852,-44.8889,78.7778,-33.8889,0.347902,-2.1874,N
196,93,0.0,1.77778,2.56296,1.5,0.922222,5.0,-9.0,13.0,-4.0,0.80862,-2.32942,N
170,154,0.0,0.111111,0.172133,0.055556,0.136083,0.074074,-0.222222,0.444444,-0.222222,0.222222,-2.0944,N
91,247,0.0,2.66667,1.24722,2.22222,1.42465,12.6296,-9.22222,-0.555556,9.77778,0.401833,2.55309,N
41,93,0.0,0.72222,0.151851,1.05555,1.39629,112.296,-25.2222,47.1111,-21.8889,0.188313,-2.14142,N
8,226,0.0,2.88889,1.98513,1.11111,0.45542,18.0,-12.0,-6.66667,18.6667,0.424404,2.27303,N
41,61,0.0,2.05556,1.57407,1.55556,1.94074,21.7407,-4.22222,21.1111,-16.8889,0.437042,-1.73729,P
80,95,0.0,1.22222,1.00741,0.944444,0.551851,21.4074,-0.222222,15.7778,-15.5556,0.390436,-1.56733,P
58,95,0.0,2.16667,1.63333,1.94444,0.685186,4.44444,-9.66667,13.6667,-4.0,0.874917,-2.3338,N
197,236,0.0,2.44444,6.82963,3.33333,7.6,16.0741,-8.88889,1.77778,7.11111,0.292729,2.7898,N
207,58,0.0,0.833331,0.459469,1.0,0.421638,122.0,-35.6667,50.3333,-14.6667,0.206503,-2.34927,N
156,86,0.0,2.27778,0.389682,0.277778,0.250924,20.4444,-13.6667,24.3333,-10.6667,0.444698,-2.17828,N
240,79,0.0,16.2778,40.863,14.1667,155.322,32.7778,-25.3333,39.0,-13.6667,0.489062,-2.2863,N
89,68,0.0,4.05556,3.04074,2.38889,1.21852,17.7037,-0.111111,15.8889,-15.7778,0.462002,-1.56397,P
143,34,0.0,1.05555,0.928956,1.38889,0.879814,125.481,-35.4444,49.5556,-14.1111,0.199516,-2.35727,N
169,98,0.0,0.722221,0.15185,1.66667,0.755554,92.3333,-45.0,73.6667,-28.6667,0.338288,-2.23852,N
197,144,0.0,0.944444,0.712325,0.388889,0.490653,0.703704,-1.11111,2.88889,-1.77778,0.861111,-1.98694,N
62,26,0.0,0.777777,0.272165,0.444444,0.403686,112.222,-41.6667,56.0,-14.3333,0.248698,-2.38614,N
134,194,0.0,2.61111,1.21868,5.22222,4.43555,58.963,-18.2222,37.7778,-19.5556,0.273444,-2.08189,N
54,91,0.0,1.44444,1.54074,0.833333,0.255556,3.25926,-8.11111,14.2222,-6.11111,0.944811,-2.18672,N
146,72,0.0,0.944444,0.507407,1.66667,0.577776,26.2222,-7.33333,27.6667,-20.3333,0.450926,-1.80787,P
230,180,0.111111,1.11111,0.518518,1.94444,1.26296,13.8519,-12.5556,-2.22222,14.7778,0.486883,2.48792,N
196,161,0.0,2.77778,5.54073,11.7778,93.9852,41.963,-16.2222,27.7778,-11.5556,0.282125,-2.38829,N
87,135,0.0,0.388889,0.240741,0.333333,0.177778,0.962963,-2.88889,5.44444,-2.55556,1.0,-2.11755,N
235,81,0.0,1.38889,0.418518,0.777778,0.296296,3.48148,-7.44444,11.8889,-4.44444,0.881217,-2.24813,N
76,106,0.0,1.83333,3.54444,2.22222,3.71852,3.66667,-8.0,12.6667,-4.66667,0.903571,-2.25554,N
149,117,0.222222,0.833333,0.255556,1.0,0.444445,21.2222,-0.333333,15.3333,-15.0,0.382629,-1.57448,P
69,92,0.111111,1.88889,4.51852,2.0,1.02222,19.3704,2.55556,11.8889,-14.4444,0.376574,-1.40824,P
235,195,0.0,1.88889,2.09408,3.0,1.73845,48.3333,-16.6667,34.0,-17.3333,0.290585,-2.0811,N
174,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
137,66,0.0,2.61111,3.04074,2.94444,3.88518,28.4074,-9.22222,29.4444,-20.2222,0.430558,-1.84499,P
121,113,0.0,1.72222,1.52963,2.94444,1.52963,20.2593,-0.777778,15.5556,-14.7778,0.396589,-1.58561,P
74,215,0.0,0.444445,0.074074,0.5,0.122222,6.92593,-5.44444,-7.44444,12.8889,0.603704,1.99116,N
35,42,0.111111,1.05556,0.151851,1.38889,0.507407,22.5926,-7.77778,25.5556,-17.7778,0.462752,-1.84249,P
143,20,0.0,1.11112,0.75031,1.27778,0.928959,127.333,-31.6667,46.0,-14.3333,0.181475,-2.32692,N
131,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
127,143,0.0,1.5,0.122222,0.888889,0.607407,4.18518,-9.88889,15.7778,-5.88889,0.915376,-2.25741,N
157,221,0.0,1.05556,0.64693,1.22222,0.620633,12.1111,-5.66667,-12.0,17.6667,0.54918,1.87715,N
59,141,0.111111,2.38889,1.5408,2.16667,1.27802,12.6667,-14.3333,17.6667,-3.33333,0.585775,-2.45157,N
239,123,0.0,0.5,0.077778,0.5,0.166667,1.51852,-4.55556,8.11111,-3.55556,1.0,-2.16409,N
27,106,0.0,0.611111,0.418518,1.27778,0.596296,2.18519,-5.55556,8.11111,-2.55556,0.95172,-2.27407,N
25,91,0.0,1.61111,4.37407,1.38889,0.996296,3.88889,-9.0,12.6667,-3.66667,0.911448,-2.35458,N
74,127,0.0,4.83333,3.64996,1.66667,1.24722,45.2593,-17.4444,36.2222,-18.7778,0.317325,-2.06104,N
92,44,0.111111,0.722223,0.574135,1.16667,1.04881,123.815,-31.1111,42.8889,-11.7778,0.178428,-2.36728,N
92,70,0.111111,1.11111,1.36083,0.777777,0.655461,61.1111,-23.0,47.6667,-24.6667,0.314365,-2.07083,N
38,112,0.0,0.555556,0.385185,1.0,0.088889,6.22222,2.33333,5.66667,-8.0,0.559171,-1.27399,P
138,133,0.0,0.666667,0.444444,1.16667,0.211111,6.44444,4.0,4.33333,-8.33333,0.558201,-1.07766,P
118,126,0.0,0.666667,0.4,1.83333,2.12222,20.5556,-13.3333,24.3333,-11.0,0.437078,-2.1588,N
85,70,0.0,1.27778,0.72963,1.83333,1.14444,23.6667,-2.0,19.3333,-17.3333,0.406015,-1.6496,P
201,135,0.0,0.555555,0.296296,0.888889,0.074074,5.51852,4.77778,2.77778,-7.55556,0.599427,-0.892179,P
59,111,0.0,0.277778,0.151852,0.5,0.122222,5.44444,3.0,4.66667,-7.66667,0.60119,-1.18139,P
124,183,0.0,1.77778,0.429629,2.27778,4.1963,18.1852,-11.8889,-3.22222,15.1111,0.389882,2.42802,N
85,124,0.0,1.22222,0.934919,2.38889,1.67884,14.6667,-21.3333,28.3333,-7.0,0.691123,-2.39668,N
99,149,0.0,3.66667,4.57777,2.11111,1.58518,21.3704,-14.1111,25.8889,-11.7778,0.445172,-2.14179,N
120,89,0.111111,4.0,9.55555,5.83333,11.8555,10.4815,-14.1111,19.8889,-5.77778,0.686685,-2.35679,N
244,193,0.0,2.05556,2.22527,3.88889,3.63114,16.1852,-8.55556,-5.88889,14.4444,0.378871,2.2221,N
99,132,0.0,0.444444,0.385185,0.555555,0.785185,0.740741,-1.88889,3.77778,-1.88889,0.981482,-2.0944,N
163,166,0.0,1.77778,1.0963,2.44444,1.05185,16.963,-13.8889,-1.88889,15.7778,0.446214,2.51583,N
210,114,0.0,1.27778,1.30741,0.611111,0.062963,16.1852,-14.2222,26.4444,-12.2222,0.546207,-2.14166,N
65,54,0.0,1.77778,1.67407,2.72222,4.32963,24.5926,-5.44444,23.8889,-18.4444,0.432167,-1.76075,P
252,36,0.0,0.944443,0.1963,1.0,0.222216,135.296,-20.2222,32.4444,-12.2222,0.12003,-2.24716,N
183,185,0.0,2.88889,1.42465,5.77778,5.55645,44.963,-12.8889,30.1111,-17.2222,0.28574,-2.00499,N
76,64,0.0,2.22222,5.4963,2.88889,4.34074,23.6296,-5.55556,22.7778,-17.2222,0.424819,-1.75671,P
47,121,0.0,0.888889,1.0256,4.88889,3.20878,53.6667,-20.3333,39.6667,-19.3333,0.300672,-2.11023,N
217,195,0.0,4.22222,3.28408,2.38889,2.10203,45.0741,-16.2222,31.4444,-15.2222,0.292957,-2.11857,N
48,202,0.0,3.38889,1.62504,4.83333,4.092,58.0,-18.0,39.0,-21.0,0.284515,-2.04594,N
200,13,0.0,1.77778,1.85792,0.277778,0.250924,9.2963,-9.55556,19.7778,-10.2222,0.632739,-2.07413,N
229,124,0.0,0.888889,0.074074,0.888889,0.340741,5.88889,3.66667,3.66667,-7.33333,0.545855,-1.03766,P
9,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
140,181,0.111111,0.833333,0.477778,1.27778,1.70741,19.2963,-11.5556,-2.55556,14.1111,0.357668,2.45847,N
188,186,0.0,0.888888,0.162962,0.777778,0.207407,18.5185,-9.55556,-0.888889,10.4444,0.301883,2.5874,N
154,128,0.0,0.5,0.3,0.333333,0.044444,5.96296,4.11111,3.77778,-7.88889,0.563713,-1.00505,P
78,72,0.0,1.11111,1.00741,1.05556,0.729631,125.556,-30.6667,45.0,-14.3333,0.17933,-2.32084,N
34,164,0.0,0.888889,0.403687,1.27778,0.490653,11.3333,-6.33333,-3.0,9.33333,0.367923,2.29112,N
112,90,0.0,7.38889,6.94556,1.27778,0.879814,65.1852,-22.5556,43.7778,-21.2222,0.278345,-2.10881,N
186,98,0.0,1.27778,1.18165,5.94444,3.0798,33.963,-8.88889,21.1111,-12.2222,0.265698,-1.96031,N
233,81,0.0,0.611113,0.329631,1.05556,0.551853,90.4074,-44.2222,78.1111,-33.8889,0.350039,-2.18233,N
121,82,0.0,0.555556,0.344266,0.611111,0.443054,106.519,-40.8889,58.1111,-17.2222,0.262093,-2.34487,N
24,83,0.0,2.77778,4.91852,3.61111,2.37407,18.7407,1.11111,13.4444,-14.5556,0.399927,-1.45682,P
107,210,0.0,0.944445,0.596296,1.83333,0.655555,15.1111,-11.6667,-2.66667,14.3333,0.435769,2.4616,N
103,174,0.111111,1.44444,1.16746,1.66667,1.26491,23.1852,-7.55556,-9.88889,17.4444,0.32797,2.0337,N
145,248,0.0,2.05556,1.71809,2.11111,1.37706,26.8889,-11.0,-5.33333,16.3333,0.291675,2.2851,N
59,135,0.0,0.166667,0.182574,0.055556,0.136083,0.481482,-1.44444,2.88889,-1.44444,1.0,-2.0944,N
45,205,0.0,1.94445,2.19511,3.33333,2.52982,50.2593,-16.1111,34.5556,-18.4444,0.287573,-2.04465,N
237,83,0.0,0.722222,0.418518,5.83333,20.9222,9.88889,-11.6667,21.3333,-9.66667,0.676581,-2.15026,N
120,74,0.0,0.333335,0.088889,0.500001,0.077778,101.852,-38.2222,64.1111,-25.8889,0.276784,-2.22055,N
186,90,0.0,4.44444,1.45551,0.666667,0.471405,10.037,-7.44444,14.8889,-7.44444,0.533928,-2.06703,N
20,134,0.0,0.666667,0.088889,0.611111,0.240741,2.96296,-5.55556,10.4444,-4.88889,0.829233,-2.13309,N
210,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
117,137,0.0,0.222222,0.074074,0.666667,0.177778,3.11111,-4.66667,9.66667,-5.0,0.772487,-2.07507,N
18,43,0.0,1.88889,1.77221,1.55556,1.22323,64.7037,-29.4444,53.5556,-24.1111,0.335115,-2.16055,N
63,220,0.0,3.05556,15.263,3.66667,6.08889,8.18519,-4.88889,-5.22222,10.1111,0.486717,2.09315,N
172,218,0.0,2.55556,2.42963,1.61111,2.41852,14.9259,-9.11111,-3.44444,12.5556,0.386456,2.36215,N
173,190,0.111111,2.33333,2.56472,1.55556,1.20493,50.4444,-16.6667,35.6667,-19.0,0.292125,-2.0487,N
36,243,0.111111,1.88889,1.85185,2.0,0.71111,13.3333,-10.3333,-3.66667,14.0,0.452229,2.36831,N
174,188,0.0,2.88889,2.88033,3.61111,2.23524,50.4074,-14.8889,34.7778,-19.8889,0.293991,-1.99507,N
39,124,0.0,5.33333,4.77494,6.5,4.54484,7.59259,-10.4444,15.8889,-5.44444,0.772152,-2.26575,N
77,199,0.0,2.66667,1.8619,4.66667,3.02582,57.0,-19.3333,42.0,-22.6667,0.303497,-2.04087,N
14,110,0.0,1.72222,5.35185,2.66667,1.02222,17.9259,2.88889,10.5556,-13.4444,0.368848,-1.3451,P
76,116,0.0,0.833333,0.433334,0.166667,0.077778,16.8519,-9.88889,19.1111,-9.22222,0.420839,-2.12118,N
180,123,0.111111,1.72222,2.10741,1.11111,0.518518,57.4815,-14.7778,33.2222,-18.4444,0.251194,-2.0215,N
51,237,0.111111,2.55556,2.53567,2.33333,1.22927,14.1481,-9.11111,-3.44444,12.5556,0.397985,2.37843,N
233,97,0.0,0.388889,0.196296,0.555555,0.207407,2.11111,-6.0,10.3333,-4.33333,0.984127,-2.19138,N
121,113,0.0,1.72222,1.52963,2.94444,1.52963,20.2593,-0.777778,15.5556,-14.7778,0.396589,-1.58561,P
202,21,0.0,0.333333,0.365148,5.22222,2.61336,40.7407,-10.8889,25.7778,-14.8889,0.274519,-1.99081,N
198,148,0.111111,1.66667,0.843274,1.11111,0.981307,1.77778,-2.0,4.33333,-2.33333,0.612963,-2.04515,N
11,108,0.0,1.33333,0.8,1.38889,0.951852,17.6667,4.0,10.3333,-14.3333,0.388756,-1.30213,P
139,95,0.0,3.61111,2.52469,7.05556,5.72486,46.8519,-11.8889,28.4444,-16.5556,0.264571,-1.9708,N
191,119,0.0,1.11111,1.29386,0.944446,0.772202,39.8519,-10.8889,25.1111,-14.2222,0.271717,-2.006,N
250,172,0.0,0.944444,0.507407,1.33333,0.71111,16.0741,-11.2222,-3.22222,14.4444,0.409835,2.4177,N
169,186,0.0,2.33333,1.65999,5.5,2.51882,49.4444,-14.3333,35.0,-20.6667,0.303448,-1.97439,N
145,102,0.0,0.888889,0.607408,2.61111,1.48519,23.0741,-2.88889,20.1111,-17.2222,0.417763,-1.68544,P
96,193,0.0,1.33333,1.11555,1.83333,1.84692,62.7037,-23.7778,48.2222,-24.4444,0.310288,-2.08494,N
75,107,0.111111,1.16667,0.344445,1.77778,1.54074,16.7037,6.22222,8.22222,-14.4444,0.399311,-1.13197,P
240,192,0.0,2.38889,0.64693,4.38889,2.3797,45.963,-16.2222,36.4444,-20.2222,0.325608,-2.01658,N
95,131,0.0,0.555555,0.162963,1.33333,0.711111,5.33333,4.66667,2.33333,-7.0,0.592813,-0.850783,P
145,33,0.0,0.888889,0.272163,0.888888,0.620634,124.556,-34.0,49.0,-15.0,0.196297,-2.33354,N
52,102,0.0,0.722222,0.507407,0.833333,0.566667,2.88889,-6.66667,10.3333,-3.66667,0.899735,-2.26172,N
93,67,0.0,1.72222,1.38911,1.5,1.1879,60.7407,-23.2222,45.4444,-22.2222,0.303044,-2.1098,N
4,126,0.0,1.16667,0.744446,0.944445,0.596297,57.8148,-16.4444,37.8889,-21.4444,0.280738,-2.00603,N
185,118,0.0,14.4444,182.296,1.16667,1.05555,55.0741,-14.8889,33.7778,-18.8889,0.265558,-2.00712,N
3,91,0.0,2.22222,5.05185,1.0,1.95556,5.62963,-11.2222,15.1111,-3.88889,0.829748,-2.38395,N
78,186,0.0,2.83333,2.12222,3.55556,4.20741,35.2963,-12.2222,25.7778,-13.5556,0.302286,-2.06012,N
199,25,0.0,1.0,0.84444,1.27778,0.774075,103.63,-43.5556,69.7778,-26.2222,0.297528,-2.2521,N
186,12,0.0,0.444444,0.272165,2.33333,1.96638,6.25926,-7.11111,15.2222,-8.11111,0.687302,-2.05798,N
158,154,0.0,0.944444,1.08355,0.222222,0.403687,0.62963,-0.555556,1.77778,-1.22222,0.277778,-1.86115,N
189,187,0.0,1.22222,1.0037,3.05556,2.38902,48.5185,-13.2222,34.1111,-20.8889,0.305755,-1.94747,N
190,188,0.0,2.0,1.56347,2.27778,1.78159,49.7037,-15.1111,36.2222,-21.1111,0.309236,-1.98456,N
183,111,0.0,0.666667,0.311111,1.05556,0.507407,5.7037,3.55556,3.88889,-7.44444,0.566138,-1.06507,P
139,86,0.111111,1.44444,1.27407,1.22222,1.31852,26.4815,-6.77778,25.5556,-18.7778,0.421495,-1.80483,P
149,77,0.0,2.11111,3.94074,2.44444,6.02963,24.4815,-3.11111,21.2222,-18.1111,0.415737,-1.68954,P
152,98,0.0,7.0,3.8873,1.05556,0.772202,28.7778,-11.6667,25.0,-13.3333,0.346398,-2.04294,N
38,71,0.0,0.722221,0.490655,0.888888,0.720081,122.185,-32.2222,48.4444,-16.2222,0.194316,-2.3012,N
97,75,0.0,2.0,1.91111,3.77778,8.29629,24.8519,-2.55556,20.4444,-17.8889,0.40212,-1.65277,P
212,234,0.0,0.444445,0.118518,1.05556,0.285185,7.11111,-3.33333,-8.66667,12.0,0.621324,1.83826,N
8,199,0.0,1.66667,0.788811,1.38889,0.712325,15.0,-5.0,-9.66667,14.6667,0.408885,1.9053,N
96,96,0.0,1.0,1.51111,0.833333,0.3,6.2963,-10.8889,16.7778,-5.88889,0.778863,-2.27579,N
169,184,0.111111,1.22222,0.544331,2.5,1.92931,56.2593,-15.1111,38.2222,-23.1111,0.2956,-1.95801,N
196,129,0.0,0.833333,0.433333,0.666667,0.177778,6.33333,4.66667,3.0,-7.66667,0.540123,-0.932783,P
250,37,0.0,0.611111,0.240739,1.05555,0.951851,95.9259,-47.4444,75.5556,-28.1111,0.338487,-2.25844,N
226,110,0.0,0.333333,0.088889,0.5,0.211111,1.66667,-4.66667,8.33333,-3.66667,0.977778,-2.15598,N
245,18,0.0,1.0,1.02222,1.16667,0.211111,137.889,-19.3333,30.0,-10.6667,0.111218,-2.27511,N
53,135,0.0,0.555555,0.207407,0.333333,0.088889,0.740741,-2.22222,4.11111,-1.88889,0.888889,-2.13745,N
138,203,0.0,1.66667,1.64655,2.27778,1.87873,11.2593,-7.44444,-9.44444,16.8889,0.538945,2.01975,N
