V1,V2,V3,V4,V5,Class
-0.535,0.05,0.18,1.871,-1.205,2
-0.43,1.269,0.628,1.27,-0.751,2
-0.205,0.441,-1.116,-0.677,-0.137,1
2.53,-0.997,-0.95,-0.364,0.044,1
-0.104,1.49,-0.091,0.034,-0.972,1
-0.808,-0.812,0.128,0.613,-0.137,2
-0.414,1.341,1.526,-0.987,-0.497,2
-0.58,0.434,1.487,-1.205,-0.615,1
-0.465,0.853,-1.229,0.062,0.714,1
-0.653,-0.429,2.11,-1.354,-0.723,1
-0.602,-0.715,0.577,1.876,-1.003,2
-1.92,-0.201,-1.133,-0.67,-0.012,1
-0.59,1.007,0.788,0.421,0.416,1
-0.356,1.15,1.365,-1.123,-0.569,1
-0.72,-0.815,0.255,1.958,-1.188,1
3.14,-1.903,-0.64,-0.395,-0.016,1
-0.543,-0.356,-0.016,1.707,-1.387,2
-0.107,1.642,0.428,0.023,-0.466,1
-0.679,-0.242,1.643,-1.319,-0.663,1
-0.617,-0.118,0.013,-0.024,0.442,1
1.57,-1.113,-0.91,-0.407,-0.317,1
1.384,-0.308,-0.988,-0.355,-0.029,1
-0.695,-0.966,-0.264,1.014,2.794,2
0.067,-1.18,1.791,-1.338,-0.859,2
-0.176,2.111,-1.374,-0.785,-0.359,1
-0.829,-1.018,-0.42,0.597,1.818,1
0.123,1.263,-1.344,-0.72,-0.326,1
-0.197,2.095,-1.353,-0.822,-0.494,1
-0.541,-0.255,2.002,-1.414,-0.806,2
-0.8,-0.788,0.817,1.154,-0.895,1
-1.185,0.545,-1.914,-1.306,-0.684,1
2.49,-1.056,0.725,-0.835,-0.359,1
-0.733,-0.951,-0.22,1.538,-1.494,2
-0.005,1.45,0.055,-0.122,-0.413,1
-1.094,-0.118,0.65,0.25,-0.631,1
-0.754,-0.428,1.6,-1.558,-0.902,1
-0.725,-0.65,0.956,0.78,-1.04,2
1.247,-0.293,-0.308,-0.041,-0.448,1
-0.709,-0.599,2.337,0.737,-0.99,2
-0.661,-0.672,0.063,1.816,-0.137,2
-0.655,-0.59,0.612,0.449,2.052,2
2.626,-0.926,-0.956,-0.587,-0.221,1
-0.376,1.102,0.454,0.008,-0.475,1
-0.168,1.014,0.121,-0.813,-0.356,1
-0.458,-1.059,0.011,0.843,1.907,1
2.238,-0.39,0.286,-0.844,-0.339,1
0.842,-0.632,-0.932,-0.565,-0.046,1
-0.7,-0.216,2.066,-1.69,-0.137,1
-0.754,-0.996,1.289,0.704,-1.883,2
0.403,1.389,-1.34,-0.04,0.481,1
-0.371,0.591,0.495,0.07,-0.449,1
-0.852,-1.161,-0.459,0.07,-0.137,1
0.242,-0.515,0.338,0.835,0.678,2
1.423,-0.414,-0.41,-0.151,0.687,1
-0.424,-0.974,1.018,1.362,2.813,2
-0.092,1.248,-1.173,-0.239,0.124,1
-0.55,-0.351,1.702,-1.446,0.615,2
-0.036,1.594,0.32,0.319,0.805,2
1.311,-0.044,0.458,0.844,-0.632,1
2.315,-0.568,-0.511,-0.261,0.838,1
-0.715,0.008,1.314,-1.598,-0.137,1
-0.583,0.542,0.658,-0.99,-0.55,1
-0.83,-0.941,0.18,-0.501,-0.137,1
-0.699,-0.148,2.065,-1.424,-0.898,1
2.963,-0.791,-0.549,0.325,-0.454,1
1.558,1.086,-1.212,-0.645,-0.263,1
-0.42,-0.574,-0.256,0.933,1.596,2
-0.85,-0.65,-0.11,0.009,0.64,1
-0.478,0.108,1.303,0.596,-0.696,1
-0.539,-0.53,0.803,1.448,-1.885,2
0.36,0.084,-1.141,-0.644,-0.137,1
-0.496,0.779,1.147,-1.186,-0.625,1
-0.146,-0.742,-0.053,2.109,-1.116,2
-0.644,-0.24,2.207,-1.529,-0.137,1
1.55,-1.037,-0.545,-0.582,-0.137,1
-0.865,-1.178,-0.576,-0.013,-0.731,1
-0.532,-1.01,0.926,1.285,1.029,2
0.12,1.571,-1.447,-0.82,-0.42,1
-0.209,2.163,-1.326,-0.734,-0.358,1
-0.336,0.754,1.463,-1.096,-0.654,1
2.261,-0.157,0.575,-0.771,-0.305,1
0.234,1.461,0.301,-0.931,-0.426,2
-0.644,1.557,-0.028,0.012,-0.386,1
0.728,0.09,-0.474,-0.631,0.073,1
-0.367,0.207,0.85,-0.975,-0.552,2
-0.094,0.718,-1.172,-0.686,-0.282,1
0.057,0.873,-1.295,-0.201,-0.375,1
-0.446,1.882,0.175,0.856,-0.695,2
-0.476,0.639,0.566,0.106,-0.619,1
-0.788,-1.117,-0.164,1.386,3.14,2
-0.221,1.975,-1.63,-0.107,-0.137,1
-0.882,-1.154,-0.086,-0.812,-0.614,2
-0.783,-1.007,-0.291,-1.351,2.946,1
-0.613,0.07,1.076,0.754,2.031,2
0.209,-0.282,0.406,0.443,-0.621,2
0.722,-0.212,-0.485,-0.23,-0.308,1
0.283,0.404,0.977,-1.224,-0.489,2
-1.256,-2.448,-2.6,-2.376,-0.137,1
-0.541,0.499,0.556,0.098,-0.538,1
-0.807,-1.088,-0.182,2.181,-1.511,1
-0.678,-0.572,1.533,-1.264,0.498,2
-0.79,-0.798,0.726,1.773,-1.028,1
-0.845,-0.759,0.406,0.984,-0.137,2
-0.419,-0.646,1.49,1.642,-1.144,2
-0.795,-0.662,0.34,1.546,-0.137,2
2.736,-0.631,-0.527,-0.758,0.887,1
-0.806,-0.65,0.945,2.249,-0.137,1
-0.526,0.486,-1.26,-0.941,0.948,2
-0.707,-0.791,-0.082,1.185,2.045,2
-0.378,1.302,0.31,0.442,-0.642,2
-0.793,-0.71,0.281,-0.501,-0.137,2
-0.528,2.033,-1.383,-0.085,-0.368,1
-0.352,-0.495,0.966,0.624,-1.089,2
-0.816,-1.171,-0.251,1.224,2.009,1
-0.448,1.504,0.648,-0.97,-0.471,1
-0.006,-1.087,1.614,-1.318,-0.821,2
-0.364,-0.112,0.117,0.522,-1.404,2
-0.779,-0.507,0.197,1.793,-0.137,2
-0.468,0.553,-1.22,-0.694,-0.137,1
2.544,-1.851,-0.649,-0.343,0.025,1
0.549,1.799,-1.305,-0.834,-0.433,1
0.153,1.3,-1.36,-0.73,-0.312,2
0.983,-0.053,-1.008,-0.362,0.012,1
-0.404,2.283,-1.567,0.283,0.657,2
0.118,-0.455,-1.018,-0.603,-0.267,1
-0.687,1.092,0.09,0.154,-0.553,1
2.552,-0.692,-0.632,-0.348,-0.02,1
2.001,0.003,0.251,0.156,-0.405,1
0.078,1.997,-1.282,-0.731,-0.352,1
-0.01,0.336,-1.154,-0.274,-0.288,1
-0.305,0.918,0.195,-1.142,2.908,1
0.051,-0.675,1.257,1.88,-1.068,2
-0.684,-0.575,0.934,0.605,-0.832,2
-0.77,-0.875,0.029,1.407,3.311,1
-0.539,-0.444,0.041,1.891,-1.477,2
2.243,-0.646,-0.408,0.009,-0.36,1
0.039,-0.556,-1.037,-0.582,-0.028,1
-0.688,-0.939,0.933,1.109,1.1,1
-0.329,-0.124,0.548,-0.881,0.303,1
-0.681,-0.803,-0.051,0.686,-1.889,2
-0.712,-0.705,0.315,0.272,2.404,2
-1.005,-0.853,0.604,1.526,-0.137,1
0.633,0.523,-1.17,-0.668,-0.274,1
0.316,0.839,-1.274,-0.263,-0.331,1
-0.355,2.093,-1.571,-0.863,-0.454,1
-0.091,0.203,0.231,0.093,0.269,1
-0.652,-0.004,1.34,-1.124,-0.597,2
0.64,1.11,-1.221,-0.184,0.181,1
-0.533,-0.673,1.522,0.472,1.136,2
-0.634,-0.148,0.66,-1.101,-0.137,1
-0.492,-0.41,0.7,-1.274,-0.137,1
-0.527,-0.99,1.196,0.847,1.179,2
2.026,-0.074,0.31,0.109,-0.385,1
1.172,-0.788,-0.668,-0.241,-0.35,1
-0.632,-0.842,1.31,0.631,-0.922,1
0.321,0.038,-1.144,-0.667,-0.137,1
-0.717,-0.056,1.172,-1.226,-0.542,1
-0.691,0.655,-1.238,-0.09,-0.343,1
2.11,-0.276,-0.217,0.519,0.411,1
-0.702,-0.261,1.615,-1.317,-0.137,1
-0.552,-0.67,0.001,2.262,3.18,2
0.854,0.264,-0.129,-0.736,-0.343,1
-0.62,-0.52,0.398,0.806,0.478,2
-0.67,-0.886,-0.315,1.192,-1.603,2
0.851,0.996,-0.197,0.515,0.577,1
-1.069,-0.143,1.961,-1.409,-0.137,1
1.294,-0.38,-0.33,1.709,-0.742,1
-0.8,-0.803,0.065,0.144,-0.137,1
-0.644,-0.07,-1.127,-0.678,-0.292,1
-0.539,2.313,-1.266,-0.004,1.278,1
0.222,-0.32,-1.086,-0.622,-0.137,1
-0.465,-1.087,-0.023,0.968,1.698,1
-0.032,1.008,-1.174,-0.207,0.142,1
0.42,-0.489,-0.564,-0.37,0.045,1
-0.704,-0.761,0.694,-1.06,0.692,2
-0.571,-0.58,1.423,0.526,-0.744,1
1.839,-0.12,-1.095,-0.597,-0.137,1
-0.779,-1.02,0.014,2.274,-1.341,2
-1.078,-2.084,-1.546,-2.417,-0.137,2
-0.744,-0.37,1.626,-1.255,-0.137,1
-0.682,-0.736,-0.132,0.408,-0.137,1
-0.597,-0.911,1.228,1.262,2.514,2
-0.335,1.741,0.438,-0.898,-0.137,1
-0.538,-0.421,0.317,1.186,1.167,2
0.53,0.057,-1.07,-0.6,-0.24,1
-0.842,-1.074,-0.484,0.098,-0.952,1
-0.774,-1.02,-0.148,0.285,2.242,1
-0.092,2.561,-1.351,-0.847,0.356,1
1.135,0.604,-0.024,0.809,-0.699,1
0.659,1.784,0.008,-0.786,-0.365,1
0.015,0.57,-0.23,-0.756,0.135,1
-0.856,-1.074,-0.449,0.969,2.158,1
0.714,1.762,-1.341,-0.726,-0.347,1
-0.629,1.746,-1.265,-0.21,0.143,1
-0.424,0.18,1.495,1.144,-1.031,2
0.724,-0.34,-0.399,-0.168,-0.421,1
-0.717,-0.854,-0.132,0.657,4.033,1
-0.831,-1.106,-0.247,-0.746,-0.892,1
-0.658,-0.984,1.189,1.14,3.057,2
-0.195,1.64,0.245,0.222,-0.534,1
0.374,0.126,0.491,0.893,-1.304,2
-0.348,0.662,0.021,-0.14,0.335,1
-0.481,-0.285,0.455,2.069,-0.137,2
-0.659,-0.914,0.386,-1.765,3.924,2
-0.683,-0.568,0.02,1.565,-0.137,2
0.254,0.612,-1.103,-0.635,0.032,1
-1.599,-0.094,-1.581,-0.87,-0.394,1
-0.645,0.215,-0.091,-0.117,0.064,1
1.514,-0.229,-0.985,-0.356,-0.244,1
-0.784,-0.598,1.096,0.837,-1.165,1
-0.796,-0.967,-1.573,1.551,2.923,1
-0.692,-0.216,1.732,-1.422,-0.137,1
-0.363,0.391,0.193,1.673,-1.072,2
-0.721,-0.255,-0.174,0.819,-0.137,2
-1.014,-0.714,0.478,1.085,-0.137,2
-0.516,1.523,-1.334,-0.175,-0.137,1
0.337,0.436,-0.373,-0.903,2.983,1
-0.373,0.778,-1.681,-0.94,0.241,1
-0.198,0.591,0.791,-1.064,-0.973,1
-0.678,-0.11,1.451,-1.654,-1.03,1
-0.424,1.342,-1.32,-0.805,-0.35,1
-0.572,-0.57,0.008,1.279,-0.137,2
-0.778,-0.296,0.263,-0.119,-0.137,1
-0.579,-0.032,0.972,2.518,-1.272,2
-0.533,1.182,0.346,0.35,-0.73,1
-0.388,1.41,-1.316,-0.754,-0.137,1
0.41,0.088,-1.059,-0.618,0.014,1
-0.153,1.596,0.497,0.106,0.697,1
-0.009,0.946,-1.317,-0.93,2.35,1
1.672,0.273,0.141,0.283,-0.457,1
0.163,0.165,-1.099,-0.626,-0.233,1
-0.642,0.087,2.296,-1.44,-0.137,1
-1.077,-0.836,0.684,-0.501,-0.137,1
-1.137,1.094,0.259,-1.14,-0.137,1
-0.861,-1.171,0.112,0.096,-0.969,2
0.192,0.985,0.523,0.48,-0.536,2
-0.576,-0.252,0.808,0.801,1.021,2
-0.406,-0.814,1.403,1.008,1.087,2
-0.352,1.579,0.339,0.17,-0.445,1
0.258,0.437,-0.281,-0.074,-0.593,1
-0.702,-1.05,-0.426,0.731,2.407,1
-0.388,-0.201,1.487,0.879,0.675,1
2.413,-1.83,-0.937,-0.402,-0.235,1
0.289,-0.89,1.163,0.482,-0.57,2
-0.742,-0.383,1.782,0.711,-0.849,1
0.618,1.562,-1.302,-0.186,0.63,1
0.954,0.544,0.805,-0.925,-0.414,1
3.05,-0.97,-0.53,0.275,-0.408,1
0.136,1.152,0.015,0.835,0.578,1
1.263,-0.543,-0.598,-0.318,-0.269,1
2.324,-0.623,-0.985,-0.225,-0.289,1
-0.734,-0.857,2.033,-1.385,0.527,1
-0.792,-0.732,-0.267,0.145,2.394,2
3.041,-0.835,-0.569,-0.298,0.361,1
-0.729,-1.053,-0.22,-1.711,2.606,1
-1.061,-1.939,-1.407,-1.361,-0.137,2
-0.617,-0.458,0.9,2.803,-1.519,2
-0.292,-0.412,1.356,-1.167,-0.529,2
-0.392,-0.391,0.865,0.352,-0.728,2
-0.362,2.154,0.297,0.37,-0.58,2
-0.471,1.403,1.512,-1.003,-0.505,2
-0.765,-0.651,0.319,2.18,-1.183,1
0.053,1.672,-1.349,-0.728,-0.345,1
-0.558,-0.383,0.607,-0.92,-0.473,1
-0.903,-1.155,-0.369,-1.185,-0.137,1
0.277,0.794,0.606,-1.095,-0.455,2
-0.469,-0.644,1.361,1.38,-1.165,2
2.588,-0.955,-0.958,-0.388,-0.002,1
0.134,2.067,-1.349,-0.208,0.873,1
-0.533,0.626,-0.262,-0.17,0.093,1
1.45,-0.708,-0.946,-0.366,-0.007,1
-0.622,-0.224,1.38,1.249,-0.913,1
-0.282,1.816,-1.296,1.002,-0.743,1
-0.804,-0.776,-0.401,0.255,2.148,2
-0.655,-1.092,-0.156,2.375,-1.415,1
-0.298,0.832,1.678,-1.24,-0.658,1
-1.032,-1.816,-1.458,1.755,-1.33,2
-0.528,-0.861,1.794,0.652,1.527,2
-0.478,1.83,-1.267,-0.802,-0.423,1
-0.163,-0.708,1.157,1.68,1.335,2
-0.724,-0.47,1.252,1.269,-0.971,1
-0.369,1.069,0.087,-0.818,-0.411,1
0.316,-0.469,0.996,0.325,-0.593,2
2.447,-0.955,-0.94,-0.4,-0.223,1
0.254,1.347,-1.224,-0.702,-0.311,1
-0.273,0.182,1.736,-1.321,-0.614,2
-1.232,-0.656,0.101,1.121,1.747,2
-0.112,0.389,-1.22,-0.675,0.039,1
2.639,-1.748,-0.938,-0.412,-0.024,1
0.077,-1.094,1.17,0.443,0.536,2
2.741,-0.57,-1.05,-0.616,-0.234,1
-0.655,-0.198,1.245,-1.057,-0.541,1
-0.519,0.047,1.275,0.579,2.166,2
-0.681,-0.336,1.524,0.784,-0.75,1
1.918,-0.563,-0.433,-0.649,-0.242,1
-0.174,0.692,-1.132,-0.67,-0.267,1
1.44,-0.122,-0.502,-0.215,-0.249,1
-0.4,-1.053,1.196,2.534,-1.318,2
0.382,-0.777,1.029,0.297,-0.566,2
0.026,0.549,-0.282,-0.116,-0.674,1
-0.862,-1.095,-0.41,0.327,-0.137,1
-0.781,-1.093,-0.33,-1.42,2.493,1
-1.181,-0.384,0.674,-1.388,1.581,2
-0.026,-0.012,0.747,-1.067,-0.437,2
1.309,-0.29,-0.623,-0.311,0.099,1
-0.574,-0.942,1.18,1.51,2.435,2
-0.771,-0.724,-0.331,0.455,-0.137,2
-0.629,-0.364,1.992,-1.325,-0.684,1
-0.427,-0.303,1.602,-1.138,-0.502,1
-0.623,-0.13,1.426,1.666,-0.137,1
-1.987,-0.348,-1.292,-0.694,-0.269,1
0.951,1.066,0.356,0.246,-0.436,1
-0.297,-0.107,1.067,-1.121,-0.535,2
1.439,-0.106,-0.501,-0.206,-0.252,1
-0.313,0.566,0.096,-0.033,0.193,1
-0.635,-0.17,0.736,0.2,-0.804,1
0.786,-0.632,-0.981,-0.311,0.058,1
0.669,0.943,0.656,0.224,-0.414,2
2.141,-0.96,-0.95,-0.601,-0.022,1
-0.262,0.829,-0.139,1.732,-1.02,1
1.48,-0.752,-0.932,-0.415,-0.205,1
1.19,-0.408,-0.456,-0.251,-0.698,1
-0.408,-0.898,0.42,1.891,-0.137,2
-0.254,0.708,-1.274,-0.783,-0.137,1
-0.367,1.901,-1.601,-0.017,-0.416,1
-0.566,0.453,0.83,0.3,-0.137,1
-0.008,2.182,-1.348,0.487,-0.532,1
0.136,0.505,-0.185,0.287,-0.496,2
-0.422,1.623,-1.479,-0.8,-0.351,1
-0.499,-0.416,-0.082,0.739,-0.137,2
-0.598,-0.375,0.942,-1.733,2.614,2
-0.591,0.948,-1.359,-0.074,-0.137,1
-0.595,-0.371,0.634,-0.987,-0.544,1
-0.298,-0.107,1.067,-1.121,-0.535,2
-0.699,-0.407,0.19,-1.193,1.397,2
-0.669,-0.818,1.432,0.552,0.905,2
0.165,-0.973,0.571,1.164,1.461,2
1.325,0.081,0.06,0.064,-0.584,1
-0.658,-0.454,1.727,-1.235,-0.705,2
-0.761,-0.358,1.03,2.015,-0.137,1
-0.118,-0.09,1.108,-1.094,-0.822,2
1.482,-0.094,-0.482,-0.197,-0.253,1
-0.122,0.049,1.102,-1.217,-0.494,1
1.45,0.748,0.081,-0.788,0.149,1
0.272,1.112,-1.236,-0.73,-0.342,1
0.074,1.124,-1.315,-0.077,-0.511,1
-0.731,-0.764,1.126,0.516,1.792,1
-0.379,-0.227,1.278,-1.057,-0.593,1
-1.058,-1.746,-1.354,1.172,2.076,1
0.972,-0.619,-0.929,-0.42,-0.056,1
-0.811,-0.629,0.524,1.121,-0.998,2
-0.058,1.096,1.136,0.15,-0.474,2
-1.072,-1.916,-1.282,0.601,3.083,1
-0.433,0.461,1.562,-1.187,-0.638,1
-0.384,2.486,-1.42,0.266,-0.465,1
-0.255,1.146,0.731,-0.798,-0.4,1
-0.417,0.769,-0.106,-0.19,-0.302,1
-0.746,-0.126,1.169,-1.1,-0.485,1
-0.64,1.09,0.199,-0.812,0.243,1
0.394,1.168,0.624,-1.075,-0.411,2
-1.21,2.164,-1.518,-0.893,-0.423,1
-0.879,-0.872,-0.209,0.124,-0.137,1
-0.434,-0.786,1.387,0.61,1.021,2
-1.034,-1.8,-1.442,1.004,2.077,2
-0.407,0.605,-1.249,-0.698,-0.312,1
-0.707,-0.034,1.222,-1.204,-0.137,1
-0.42,-0.394,1.303,-1.286,2.629,2
1.853,-1.138,-0.661,-0.297,-0.245,1
-0.509,0.579,0.03,-0.035,-0.455,1
0.286,1.175,-1.351,-0.184,0.458,1
-0.599,-0.126,1.948,-1.311,-1.245,2
0.062,1.066,-0.181,-0.812,2.247,1
-0.791,-0.787,0.603,1.964,-1.216,1
2.306,0.019,-1.089,0.41,-0.546,1
0.58,-0.515,0.859,1.56,-1.01,2
1.251,-0.934,-0.362,-0.178,0.37,1
-0.016,0.163,-0.201,-0.222,0.222,1
-0.052,-0.255,1.407,-1.319,1.247,2
-0.659,-1.002,-0.321,1.467,2.768,1
0.85,1.305,-1.217,-0.231,0.898,1
-0.73,-1.136,-0.231,1.204,1.563,2
-0.518,0.105,0.817,1.46,-1.002,2
-0.624,2.499,-1.389,-0.014,0.978,1
-0.326,1.495,0.34,0.158,-0.472,1
-0.683,0.247,1.402,0.77,1.799,1
-0.214,2.109,0.034,-0.112,0.213,1
-0.569,-0.113,1.237,1.374,1.804,2
-0.747,-0.02,0.608,-1.093,-0.5,1
-0.55,1.061,-1.405,0.03,-0.422,1
0.303,0.967,1.098,-1.004,-0.435,2
2.003,-0.014,-1.11,-0.318,0.33,1
-0.603,1.328,-0.126,-0.808,0.277,1
0.338,1.806,-1.306,-0.75,0.346,1
0.311,-0.25,-0.552,-0.247,-0.29,1
-0.757,-0.623,0.426,1.953,-1.464,2
0.561,1.476,0.329,0.194,-0.424,1
0.351,0.399,-0.273,-0.087,-0.614,1
-0.74,-0.389,1.63,0.71,-0.137,1
-0.63,0.636,0.309,0.087,-0.469,1
2.357,-1.072,-0.531,-0.307,-0.275,1
-0.543,-0.507,0.598,0.738,-0.958,2
-0.547,0.561,0.669,-1.131,0.392,1
0.117,-0.134,1.52,0.474,0.682,2
-0.694,-0.598,1.665,0.778,2.075,2
-0.564,1.766,-1.383,1.193,-0.712,2
-0.75,-0.918,-0.104,-1.451,3.043,1
0.118,0.492,-0.223,0.338,-0.137,2
-1.075,-0.578,0.574,1.043,1.018,2
0.201,-0.261,0.056,-0.114,0.292,1
-0.376,0.798,1.729,-1.31,-0.708,1
-0.262,-0.825,1.65,0.907,0.831,2
-0.786,-0.451,1.334,0.914,-1.065,1
-0.683,-1.027,0.891,1.387,3.522,2
-0.226,1.871,-1.435,-0.863,-0.442,1
-0.71,-0.841,-0.36,1.93,-1.422,2
-0.02,0.73,1.346,-1.116,-0.137,1
-0.523,-0.871,1.142,2.6,-1.467,2
-0.111,1.386,-1.344,-0.124,-0.639,1
-0.405,0.024,1.417,-1.227,-0.793,1
-0.757,-0.619,0.752,1.297,-0.971,2
-0.84,-1.032,-0.524,-1.089,-0.137,1
-0.138,1.376,0.526,0.18,1.229,2
-0.556,1.489,-0.03,-1.169,-0.137,1
1.079,0.411,-1.104,-0.655,-0.261,1
-0.73,-0.87,1.981,-1.352,0.557,1
-0.663,-0.81,0.182,2.217,-1.934,2
-0.686,-0.628,2.019,1.047,0.976,2
0.004,1.764,-1.23,-0.709,-0.355,1
1.17,-0.778,-0.64,-0.354,0.073,1
3.215,-0.896,-0.473,-0.069,-0.343,1
-0.551,-0.392,1.763,0.835,0.591,1
-0.395,-0.882,0.647,1.481,-1.835,2
2.944,-0.913,-0.57,0.335,-0.448,1
1.23,1.084,-0.014,-0.78,0.127,1
-0.422,0.019,0.853,-1.025,-0.769,1
-0.805,-1.067,-0.198,2.142,-1.224,1
-0.635,0.957,-0.149,-0.108,-0.137,1
-0.752,-1.002,-0.191,-1.246,-0.137,1
-1.163,-1.857,-1.479,0.818,-0.137,1
0.451,0.373,-1.115,-0.078,2.237,1
-0.068,0.465,-1.272,-0.72,-0.272,1
-0.538,0.353,1.737,-1.326,-0.137,1
1.893,-1.158,-0.676,-0.304,-0.245,1
1.869,-1.774,-0.272,1.055,-0.692,1
-0.729,0.979,0.308,-1.08,-0.137,1
2.783,-0.551,-0.565,0.381,-0.624,1
-0.574,0.455,1.529,-1.226,-0.63,1
-0.63,-0.736,0.365,1.311,-1.221,1
-0.666,0.347,-0.084,-0.155,0.147,1
0.253,1.336,-1.37,1.256,-0.79,1
-1.33,-0.687,0.467,-1.63,-1.419,2
2.261,-1.151,-0.626,-0.237,-0.267,1
1.51,0.791,0.166,-0.742,0.121,1
-0.282,-0.428,1.152,-1.345,2.406,2
-0.234,-0.813,1.331,1.065,2.02,2
0.262,1.454,-1.236,-0.695,-0.323,1
-0.559,0.339,0.576,-1.057,-0.137,1
-0.367,0.207,0.85,-0.975,-0.552,2
-0.628,-0.674,1.471,-1.363,0.692,2
0.1,-0.754,0.978,0.584,0.88,1
0.848,-0.095,-1.062,-0.34,-0.013,1
-0.281,1.592,0.11,0.142,1.894,1
-0.609,-0.615,1.015,0.904,1.04,1
-0.463,-0.687,1.147,0.621,2.488,2
-0.642,0.1,0.23,0.117,-0.415,1
-0.77,-1.035,0.318,-1.0,0.723,2
-0.687,-0.537,0.779,-1.494,2.571,2
0.163,-0.592,0.914,0.682,2.468,2
-0.581,-0.513,0.091,0.512,1.294,2
-0.258,1.01,0.26,-1.112,2.564,1
-0.817,-0.82,0.516,2.275,-0.137,1
-0.487,-2.699,-2.249,-1.424,-0.745,1
2.244,-0.828,0.398,-0.85,-0.388,1
-0.495,1.686,-1.459,1.489,-0.929,2
-0.387,0.391,1.069,0.363,-0.848,1
-0.558,-0.977,1.014,1.051,1.632,1
-0.464,-0.218,1.16,0.882,-0.137,2
-0.64,-0.255,2.403,-1.447,-0.742,1
0.769,-0.446,-0.496,-0.239,-0.3,1
-0.857,-1.148,-0.559,0.005,-0.137,1
-0.476,-0.25,-0.104,0.732,-0.713,2
-0.81,-1.011,-0.36,0.794,-0.137,1
1.344,0.263,-1.171,-0.222,-0.312,1
-0.092,1.343,1.034,-1.076,-0.432,2
-0.33,-0.45,1.106,-1.571,1.963,2
-0.558,-0.699,1.523,1.015,2.926,2
0.553,-0.076,-1.059,-0.357,0.028,1
-0.354,1.048,-1.246,-0.722,-0.3,1
-0.582,-0.235,1.378,-1.443,2.034,2
0.792,1.024,-1.269,-0.094,1.258,1
1.54,-0.563,-0.982,-0.396,0.016,1
-0.589,0.011,2.255,-1.556,-0.909,1
-0.585,-0.751,0.509,-1.15,-0.137,2
0.421,0.054,-0.07,1.771,-1.003,1
-0.87,-1.038,-0.117,1.922,-1.141,2
-1.181,-0.476,0.979,-1.479,-0.966,2
-0.484,-0.27,2.123,-1.503,-0.723,1
-0.388,-0.098,0.123,1.202,-1.145,2
0.068,-0.524,-1.026,-0.582,-0.02,1
-0.632,-0.417,1.372,1.501,-0.137,1
0.748,0.348,-0.411,-0.16,0.122,1
-0.519,0.296,-0.248,-0.096,-0.137,1
-0.687,1.311,0.389,-1.113,-0.524,1
-0.522,-0.255,2.199,-1.488,-0.137,1
-0.558,-0.024,0.378,0.064,-1.081,1
-0.583,-0.692,-0.158,0.807,1.772,1
2.754,-0.908,-0.943,-0.581,-0.202,1
1.083,-0.573,-0.989,-0.355,0.009,1
-0.12,-0.06,-1.062,-0.619,-0.224,1
-0.766,-1.271,-1.007,0.396,-1.765,2
-0.635,2.293,-1.374,0.016,1.312,1
-0.474,0.87,-1.185,-0.719,-0.287,1
-0.553,-0.385,1.97,-1.769,-0.848,1
-0.308,1.689,-1.575,-0.863,-0.137,1
-0.897,-1.204,-0.509,0.088,-2.034,1
1.168,-0.578,-0.615,-0.313,0.035,1
0.449,-0.631,2.1,-1.259,-0.547,2
0.277,0.714,-1.188,-0.235,0.097,1
1.824,-0.766,-0.945,-0.373,-0.229,1
-0.064,1.77,-1.311,-0.775,-0.366,1
-0.687,-0.716,0.12,2.259,-1.886,2
-0.635,-0.445,1.209,1.208,-0.923,1
1.189,-1.778,-0.561,-0.309,-0.312,1
-1.188,-0.203,0.063,-1.006,0.213,1
-0.718,-0.669,0.03,-1.004,2.452,2
-0.741,-0.62,0.757,1.141,-1.07,2
-0.652,0.498,0.446,0.088,-0.137,1
-0.336,0.893,1.679,-1.213,-0.641,1
0.395,1.601,-1.217,-0.701,0.262,1
0.109,1.726,-1.252,0.117,1.055,1
-0.311,1.994,-1.409,-0.143,-0.387,1
-0.853,-1.117,-0.533,0.066,-0.774,1
-0.565,-0.421,1.971,1.128,-1.082,1
-0.575,-0.475,0.944,1.032,3.021,2
-0.219,1.574,-0.022,0.013,-0.616,1
0.962,-0.808,1.632,-1.229,-0.52,1
-0.556,2.347,-1.432,-0.124,0.201,1
0.384,-0.175,-1.015,-0.6,-0.218,1
0.024,1.177,-1.261,-0.195,0.162,1
0.833,0.225,-0.245,1.605,-0.824,1
-0.307,1.699,-0.001,-0.826,-0.408,1
-0.607,-0.724,0.891,0.477,1.102,2
-0.284,0.912,-0.214,1.817,-0.999,1
0.763,0.766,0.889,-0.841,-0.35,2
0.06,1.794,0.118,-0.847,-0.405,1
-0.661,-0.28,1.447,-1.34,-0.564,1
-0.735,-0.598,0.035,1.116,-1.189,1
3.087,-0.807,-0.367,-0.648,-0.244,1
-0.713,-0.541,0.54,2.201,-1.25,1
-0.122,0.261,-1.213,-0.257,-0.516,1
-1.049,-1.788,-1.454,-1.23,1.853,2
-0.336,-0.951,1.527,0.748,0.905,2
-0.626,0.564,0.065,-0.088,0.143,1
0.194,1.119,1.248,-1.11,-0.137,1
1.709,-1.754,-0.594,-0.28,-0.284,1
3.12,-0.929,-0.953,-0.581,-0.208,1
0.319,0.414,-1.221,0.163,0.751,1
-0.61,-0.003,2.079,-1.458,-0.782,1
