GLCM_Pan,Mean_G,Mean_NIR,SD_Plan,class
127.45,203.9,520.35,26.53,1
117.23,181.59,364.74,24.44,1
132.43,182.17,423.0,27.87,1
132.97,261.65,870.71,18.61,1
124.68,202.0,591.0,40.63,1
113.13,201.29,617.94,29.75,1
120.43,229.49,761.84,16.93,1
131.74,214.12,600.25,22.6,1
144.18,192.67,563.67,25.82,1
142.53,254.5,871.15,10.15,1
118.77,206.71,504.23,41.54,1
149.79,189.5,407.0,16.42,1
122.1,178.1,404.55,17.05,1
117.84,240.28,774.12,21.02,1
128.12,238.06,730.7,28.78,1
141.66,201.33,518.85,25.86,1
136.59,199.94,413.4,24.2,1
114.43,214.87,699.78,22.81,1
125.89,200.03,508.81,24.66,1
133.63,185.0,267.5,9.6,1
130.52,178.94,285.01,13.02,1
144.45,210.61,694.11,26.51,1
143.27,214.75,585.9,25.72,1
128.46,179.06,336.22,16.3,1
139.73,266.09,851.0,19.34,1
132.02,214.96,573.6,23.59,1
102.98,195.5,442.0,26.3,1
111.54,207.47,591.73,36.1,1
144.25,178.86,425.0,10.25,1
110.6,256.27,838.8,11.94,1
118.39,253.61,841.17,14.87,1
134.58,253.0,836.78,16.27,1
110.06,221.71,628.0,25.82,1
119.28,222.86,637.0,32.56,1
134.3,181.65,408.22,12.06,1
140.43,195.85,524.4,11.24,1
121.43,219.17,583.29,20.16,1
126.89,204.6,572.0,28.24,1
133.12,221.36,717.09,18.6,1
126.13,203.78,567.74,20.9,1
118.92,200.91,565.38,17.68,1
164.22,211.0,678.0,7.25,1
128.94,206.62,650.67,17.79,1
140.58,190.14,397.28,21.9,1
115.21,192.4,451.1,21.67,1
135.07,233.25,699.62,17.04,1
120.36,238.0,671.6,50.15,1
118.55,202.4,490.5,36.16,1
150.21,227.4,670.0,19.1,1
122.28,251.67,840.33,18.49,1
135.71,229.11,570.67,32.77,1
147.47,213.0,458.0,16.06,1
128.42,226.0,694.74,48.72,1
128.71,235.92,765.76,29.05,1
138.0,204.58,541.32,25.48,1
119.02,217.43,630.04,21.37,1
129.15,190.02,450.06,22.46,1
95.82,220.56,715.56,10.32,1
137.1,211.4,621.4,30.01,1
116.64,224.86,761.64,20.46,1
153.99,222.22,714.67,30.76,1
126.3,226.0,545.0,37.62,1
98.7,254.65,843.35,23.96,1
124.29,262.12,815.25,21.15,1
100.9,206.92,522.62,12.27,1
114.27,194.09,483.06,24.36,1
123.21,238.0,774.0,24.14,1
133.67,218.5,651.67,35.5,1
98.62,205.0,507.67,6.24,1
94.61,228.0,686.44,14.78,1
140.52,204.81,593.54,20.19,1
118.54,233.95,740.95,30.51,1
143.56,258.18,897.73,11.6,1
117.25,257.0,929.0,8.04,1
119.87,251.44,884.66,19.17,1
133.93,228.67,562.67,47.62,1
134.84,279.43,912.71,18.98,1
126.44,209.33,596.78,16.76,1
140.71,225.09,672.73,18.78,1
134.62,194.75,440.14,23.46,1
141.73,187.85,415.46,17.52,1
105.83,241.09,857.86,11.78,1
121.57,221.91,465.29,21.74,1
144.05,256.21,835.02,18.72,1
117.88,206.43,452.76,26.18,1
106.71,213.6,627.0,7.8,1
136.19,211.2,589.88,28.06,1
119.48,269.38,851.72,14.41,1
127.27,267.26,905.61,16.58,1
150.47,214.73,487.18,16.79,1
136.16,210.53,531.21,18.22,1
125.47,188.0,439.0,12.32,1
171.86,233.0,785.0,12.85,1
132.27,226.09,677.18,31.21,1
122.49,207.9,554.0,10.98,1
125.91,208.18,615.37,17.96,1
109.03,259.89,874.54,24.54,1
122.86,213.15,558.12,15.86,1
136.05,215.58,575.26,36.98,1
120.16,221.23,741.23,16.64,1
143.18,208.62,609.0,29.57,1
109.25,220.95,716.5,23.03,1
110.94,204.5,596.75,31.17,1
143.35,214.5,723.04,16.34,1
132.82,218.83,715.67,27.13,1
135.53,210.91,459.21,25.3,1
137.57,253.06,870.17,18.59,1
108.45,211.5,574.25,28.17,1
103.74,213.22,611.57,28.76,1
136.32,228.03,757.39,28.21,1
140.45,206.25,569.75,12.22,1
124.36,197.7,439.02,20.12,1
142.11,214.74,573.34,31.35,1
117.4,217.17,538.75,25.16,1
123.53,207.58,582.67,23.66,1
108.71,223.83,760.08,33.5,1
141.35,230.67,852.33,18.11,1
109.19,251.0,880.0,20.38,1
116.61,218.04,599.26,26.96,1
137.5,205.1,527.3,27.27,1
146.57,199.35,438.46,18.82,1
117.19,224.0,687.75,28.72,1
120.14,205.58,522.53,23.36,1
121.45,212.33,623.62,23.83,1
147.38,216.73,640.09,26.69,1
136.34,223.9,691.0,34.48,1
114.39,236.41,794.97,23.38,1
146.43,195.67,463.0,13.13,1
142.71,206.0,559.71,17.77,1
155.87,221.5,650.0,16.53,1
137.32,238.67,790.5,34.13,1
107.25,248.07,850.27,15.98,1
131.69,206.95,612.55,18.71,1
126.04,210.71,618.75,17.77,1
118.28,221.71,701.43,25.64,1
114.37,233.0,765.0,13.67,1
145.66,221.9,536.32,29.62,1
116.52,222.0,546.25,39.26,1
129.29,204.74,496.49,34.6,1
113.08,217.0,598.0,18.49,1
121.4,230.36,760.27,25.8,1
142.1,222.0,697.0,51.8,1
115.42,209.4,551.93,22.95,1
114.63,200.09,476.03,32.67,1
107.0,212.27,683.33,17.18,1
109.84,216.89,646.89,27.86,1
111.87,217.02,620.59,31.32,1
125.98,210.21,558.64,29.9,1
120.32,217.13,665.96,24.36,1
90.84,222.82,707.18,17.27,1
154.41,211.8,511.4,15.68,1
133.41,210.91,580.6,20.24,1
120.91,209.4,571.8,36.68,1
120.53,227.69,731.15,18.07,1
117.39,256.26,810.94,17.91,1
114.6,246.44,791.08,26.28,1
115.75,252.41,741.52,25.28,1
126.89,247.44,735.96,33.1,1
133.48,224.54,604.03,22.79,1
109.34,259.7,830.49,24.92,1
122.83,222.12,627.75,30.09,1
102.79,219.5,609.5,21.43,1
138.09,238.45,659.06,19.52,1
154.31,269.0,846.71,30.14,1
159.89,236.5,741.0,29.04,1
139.45,216.85,587.54,42.47,1
113.63,240.08,678.64,22.01,1
109.4,233.83,654.83,18.58,1
138.55,210.59,470.14,20.38,1
146.46,251.62,817.62,30.76,1
134.49,223.55,529.31,23.53,1
118.39,247.75,700.58,25.05,1
126.04,232.5,715.5,35.81,1
132.28,211.82,494.45,25.86,1
138.26,203.08,431.31,20.16,1
145.79,199.4,364.0,12.71,1
115.41,199.4,364.0,9.15,1
156.65,250.0,717.0,19.78,1
135.56,210.52,529.48,21.57,1
133.19,225.07,594.71,27.54,1
146.79,238.0,680.7,29.44,1
117.94,214.0,541.0,18.4,1
122.24,236.23,674.38,16.58,1
128.94,246.67,791.0,20.34,1
113.25,231.9,599.6,20.54,1
76.35,213.33,467.33,15.08,1
119.03,201.29,529.71,34.55,1
135.11,228.27,693.09,25.67,1
114.98,241.98,733.45,24.33,1
140.92,216.2,534.8,15.11,1
119.73,231.94,688.14,30.83,1
141.23,242.0,739.85,26.01,1
142.35,237.11,667.29,27.44,1
147.22,224.12,603.0,24.02,1
130.09,225.3,712.77,27.25,1
113.41,243.07,808.27,19.07,1
120.78,218.69,567.31,31.82,1
114.12,247.25,713.12,27.64,1
107.91,224.48,724.62,18.58,1
156.09,250.0,728.86,23.64,1
105.31,230.28,733.0,19.52,1
148.44,233.71,694.41,27.03,1
115.66,230.4,614.2,12.74,1
145.68,216.48,524.52,20.29,1
124.02,236.83,769.64,21.23,1
122.05,223.38,707.12,8.57,1
114.43,249.5,805.33,30.99,1
139.75,236.14,715.76,29.92,1
122.49,222.46,650.43,27.47,1
142.53,215.04,591.88,19.78,1
105.51,225.5,669.83,17.66,1
119.48,222.37,629.84,29.27,1
121.83,221.39,705.85,24.05,1
123.42,207.93,484.58,36.53,1
141.12,218.56,670.11,18.51,1
127.88,222.86,652.3,24.12,1
159.07,212.0,613.0,17.24,1
109.29,235.43,719.11,20.3,1
129.13,213.35,592.65,26.59,1
105.6,218.29,611.19,28.13,1
123.91,217.96,623.8,24.44,1
107.38,224.95,651.0,22.89,1
137.11,218.12,531.69,28.09,1
119.66,217.7,672.24,23.67,1
150.04,210.0,565.67,27.87,1
147.05,230.0,644.0,21.13,1
129.89,211.93,587.21,30.41,1
100.22,218.5,597.5,28.78,1
121.84,216.71,574.29,30.05,1
122.01,214.89,535.24,31.21,1
143.36,220.84,674.0,30.22,1
82.67,218.0,666.0,21.85,1
134.99,214.68,476.0,20.11,1
125.06,206.82,526.18,24.23,1
175.0,205.67,528.67,4.92,1
153.77,219.91,609.0,19.28,1
106.33,216.78,556.67,27.57,1
90.71,201.2,512.0,13.09,1
120.8,188.04,367.07,17.92,1
108.46,219.94,745.82,31.77,1
135.62,216.37,699.68,28.71,1
134.85,194.07,383.41,23.9,1
102.37,211.45,519.91,16.25,1
115.71,199.75,414.75,12.44,1
143.18,195.24,458.96,15.46,1
138.05,211.47,560.32,29.21,1
129.77,213.5,794.75,28.44,1
129.21,185.25,288.25,11.52,1
114.96,189.58,407.75,22.73,1
116.18,206.17,582.67,7.36,1
112.54,208.48,470.26,18.04,1
133.72,206.85,436.85,30.92,1
145.52,216.0,691.0,23.32,1
128.8,188.38,405.16,13.81,1
108.24,214.33,662.67,12.44,1
133.17,187.88,400.95,19.77,1
119.76,192.42,454.27,29.62,1
143.38,202.3,458.1,12.43,1
133.29,209.13,526.39,24.09,1
110.16,203.0,452.0,24.28,1
114.63,214.67,537.0,26.84,1
117.04,224.52,577.32,23.5,1
136.39,187.0,372.04,13.34,1
130.24,203.17,522.68,28.08,1
155.11,199.88,479.94,14.34,1
142.49,210.44,456.78,20.68,1
108.82,213.8,571.9,16.15,1
112.77,211.63,569.9,30.31,1
133.87,211.19,555.12,24.9,1
129.78,193.43,469.43,9.04,1
117.19,197.69,510.54,21.86,1
118.54,224.0,686.41,19.54,1
108.57,219.0,596.26,16.14,1
153.03,225.78,699.11,13.98,1
139.19,226.53,618.84,28.95,1
134.81,238.45,680.32,18.45,1
114.2,217.76,604.56,32.56,1
130.7,224.52,637.64,31.31,1
134.7,210.27,444.0,25.08,1
121.35,216.15,685.24,36.99,1
125.3,211.53,504.06,32.41,1
125.36,227.88,643.14,28.01,1
134.74,222.27,664.48,43.26,1
136.91,211.46,491.84,28.39,1
131.28,207.3,479.6,13.12,1
127.75,227.57,791.41,33.56,1
107.86,223.0,719.78,24.96,1
125.67,228.73,598.18,38.84,1
117.69,208.17,486.83,29.17,1
131.71,213.17,635.15,25.63,1
110.94,223.75,595.25,18.82,1
145.36,223.8,586.6,26.51,1
135.26,187.56,313.49,25.69,1
110.77,189.3,423.1,29.72,1
132.87,217.68,439.3,24.28,1
123.52,219.4,457.55,30.72,1
140.68,197.56,475.3,17.23,1
139.77,201.55,502.18,12.47,1
132.91,209.85,564.54,38.25,1
134.82,231.24,712.36,15.4,1
123.38,196.6,308.15,19.0,1
117.34,219.26,632.04,40.11,1
120.61,243.08,835.9,31.03,1
121.55,202.44,535.28,38.83,1
115.94,225.05,716.98,27.76,1
109.56,236.8,647.2,16.31,1
122.43,230.29,735.51,28.61,1
136.01,212.84,584.45,29.74,1
120.76,222.91,660.2,29.48,1
144.64,215.5,590.93,23.12,1
132.34,226.48,692.43,30.19,1
136.79,210.33,596.71,25.72,1
121.98,204.82,535.55,37.23,1
116.85,224.27,744.9,24.1,1
133.07,203.11,432.19,25.71,1
143.36,196.67,388.0,20.18,1
145.33,207.29,571.57,25.81,1
132.56,220.14,679.62,27.6,1
126.79,223.13,584.95,33.94,1
103.79,223.0,596.5,12.45,1
145.62,208.0,458.25,23.33,1
127.93,227.04,554.23,30.34,1
154.94,207.33,647.0,11.08,1
120.63,211.13,622.0,29.97,1
107.08,228.35,756.59,27.21,1
116.82,204.43,394.64,20.81,1
111.63,232.59,569.53,14.87,1
117.81,238.23,643.89,29.55,1
133.22,203.47,514.87,29.32,1
134.03,227.55,589.82,26.25,1
117.53,226.75,636.62,31.36,1
137.93,234.14,778.97,39.69,1
123.62,246.27,774.45,20.3,1
125.98,212.36,615.64,33.31,1
117.02,214.25,683.17,32.96,1
152.01,213.44,718.56,31.26,1
147.93,200.18,420.82,21.05,1
110.9,214.73,548.36,39.22,1
130.19,214.02,450.1,20.98,1
139.98,219.5,741.63,24.31,1
128.9,241.86,752.75,29.11,1
115.96,234.52,644.89,42.32,1
131.01,197.38,383.38,35.52,1
139.74,236.88,532.25,25.71,1
123.43,217.03,623.62,24.02,1
95.86,248.14,805.43,15.66,1
128.62,237.79,610.5,15.85,1
136.39,212.43,652.71,51.97,1
119.93,218.89,756.79,34.11,1
123.4,228.48,540.98,27.32,1
103.85,224.08,650.38,20.14,1
108.58,244.58,709.26,26.33,1
127.09,205.9,515.93,32.67,1
137.5,201.83,481.39,17.16,1
124.59,210.0,562.5,56.8,1
133.31,220.19,593.81,16.25,1
136.55,217.93,739.21,34.51,1
136.42,188.48,527.04,9.89,1
136.78,207.52,594.04,30.98,1
127.7,224.08,720.74,35.56,1
131.18,186.25,384.0,16.38,1
145.08,219.63,507.63,27.41,1
158.91,239.25,748.25,17.9,1
114.52,226.88,725.0,28.53,1
123.55,223.8,649.25,14.52,1
144.96,226.0,611.0,21.4,1
122.94,223.15,601.82,30.38,1
136.43,228.19,605.14,29.15,1
129.3,229.67,593.4,29.68,1
118.32,247.7,830.78,22.79,1
115.97,227.53,674.51,24.58,1
138.18,243.13,790.77,26.41,1
112.71,230.84,746.26,25.68,1
122.01,233.77,662.26,41.04,1
143.38,220.47,685.9,19.69,1
137.22,194.83,387.7,25.99,1
122.1,227.03,585.14,28.65,1
134.42,241.61,704.61,31.12,1
122.0,208.23,630.44,25.3,1
151.25,233.0,763.0,29.64,1
144.54,234.27,639.91,26.35,1
113.93,237.57,737.41,25.05,1
142.3,216.24,668.79,29.49,1
117.46,199.39,344.87,18.51,1
120.9,212.4,535.13,14.89,1
143.04,230.5,724.92,24.25,1
150.74,216.55,522.3,22.03,1
104.12,213.17,693.83,27.15,1
137.63,195.9,473.01,26.27,1
131.99,217.73,536.95,32.75,1
146.47,203.35,433.24,21.16,1
128.2,208.6,454.07,21.1,1
121.24,214.93,490.68,27.75,1
119.75,234.04,687.85,34.12,1
135.49,192.78,369.25,19.58,1
141.03,184.84,351.44,13.68,1
127.19,233.53,737.6,17.98,1
123.28,193.18,464.17,38.59,1
117.14,186.93,337.0,31.55,1
136.27,199.0,412.17,17.75,1
127.74,209.18,570.2,41.61,1
128.64,181.21,294.76,17.6,1
130.16,190.6,347.28,15.57,1
127.53,227.93,615.5,27.25,1
140.52,218.01,564.58,30.84,1
132.14,182.22,381.04,35.23,1
136.46,187.19,325.25,15.83,1
129.7,182.37,292.67,13.41,1
129.19,225.13,661.64,27.98,1
105.98,181.25,351.25,42.07,1
112.22,221.24,627.16,22.84,1
140.68,227.83,524.42,24.75,1
132.52,228.17,644.88,18.82,1
146.4,207.33,537.11,19.92,1
136.62,196.77,481.26,21.05,1
106.01,201.0,579.0,18.88,1
116.43,224.4,710.5,29.04,1
132.12,214.85,679.41,26.76,1
121.89,215.17,602.94,24.09,1
131.87,206.63,462.14,31.05,1
130.31,194.04,554.59,17.45,1
113.61,208.14,635.41,36.28,1
141.66,205.55,558.35,40.39,1
120.23,211.78,583.44,34.54,1
136.75,215.43,594.36,23.83,1
117.96,212.57,700.19,20.16,1
118.72,202.08,563.64,46.55,1
117.88,201.26,447.97,25.48,1
128.7,197.41,522.77,25.51,1
129.44,196.42,401.97,16.99,1
127.15,256.68,441.38,22.99,1
123.87,226.39,532.84,28.76,1
126.76,215.54,469.37,21.63,1
127.76,255.05,376.84,18.48,1
133.72,208.02,449.26,17.98,1
124.38,228.53,556.26,26.88,1
126.17,221.08,507.0,13.89,1
133.66,227.74,440.82,18.26,1
114.81,208.5,474.39,23.13,1
137.9,244.82,446.15,16.94,1
113.47,227.44,517.92,22.13,1
132.52,216.47,481.71,30.78,1
131.87,226.38,542.56,18.13,1
148.2,223.92,402.0,18.08,1
140.23,227.09,538.7,27.78,1
116.18,233.91,626.52,30.96,1
140.43,227.64,593.82,38.31,1
128.46,235.84,513.42,20.08,1
132.79,203.12,333.39,21.68,1
112.72,224.7,433.9,27.53,1
103.48,231.82,599.73,27.59,1
149.35,210.7,385.6,15.38,1
131.87,220.25,456.33,34.3,1
146.29,212.63,457.63,15.23,1
120.5,227.15,612.65,22.59,1
119.46,240.9,576.5,27.97,1
118.39,225.44,528.44,17.17,1
133.34,247.02,450.75,22.83,1
132.09,202.93,389.28,19.21,1
155.12,235.0,649.0,20.28,1
118.94,243.89,489.89,19.88,1
112.92,255.48,506.1,21.55,1
153.58,260.14,486.57,19.03,1
129.06,232.54,464.58,23.42,1
126.37,221.12,507.88,22.59,1
183.28,209.0,588.0,14.5,1
153.75,251.06,499.38,12.57,1
130.9,238.81,527.56,26.47,1
138.52,211.55,409.68,30.17,1
114.92,240.2,602.17,26.74,1
119.25,278.14,405.88,19.07,1
111.81,246.83,479.69,13.02,1
133.53,210.05,523.86,26.97,1
107.92,251.18,518.12,27.48,1
126.14,233.89,572.98,20.27,1
142.74,220.61,480.67,16.75,1
133.35,226.4,458.47,27.38,1
152.83,219.62,411.08,12.65,1
125.23,237.18,463.09,16.8,1
126.4,224.47,565.76,24.25,1
135.14,243.86,432.19,25.19,1
106.68,236.93,491.6,21.32,1
129.25,250.7,548.96,25.07,1
110.68,246.73,500.96,19.88,1
134.41,240.22,431.7,17.02,1
114.77,235.48,459.54,20.3,1
132.54,242.18,533.5,26.44,1
136.38,233.88,417.32,35.39,1
147.6,232.82,467.0,29.06,1
134.69,213.25,425.22,26.97,1
123.42,227.98,476.73,19.62,1
120.81,249.94,494.0,21.49,1
134.99,232.54,397.96,24.54,1
133.88,211.0,342.25,15.56,1
119.49,239.88,559.03,34.66,1
114.93,233.16,563.19,18.87,1
122.23,225.96,476.98,50.0,1
124.64,203.18,460.15,16.37,1
135.55,230.05,598.68,14.8,1
125.76,241.84,435.31,28.14,1
137.49,225.01,501.61,19.32,1
104.51,239.31,483.38,16.88,1
136.65,224.13,346.0,25.31,1
125.66,238.66,527.52,18.82,1
133.34,207.16,465.29,14.78,1
125.48,217.91,586.8,41.54,1
146.22,197.21,229.32,10.34,1
122.4,195.5,223.42,19.0,1
134.23,207.33,542.38,23.3,1
109.3,216.96,600.09,16.56,1
120.1,214.8,582.55,53.54,1
139.98,195.36,476.93,13.41,1
115.61,251.5,564.75,23.46,1
134.01,213.67,360.25,29.49,1
114.13,256.26,470.96,16.88,1
132.63,198.49,252.29,13.45,1
135.08,213.36,540.0,22.15,1
135.53,200.56,365.33,11.08,1
124.42,204.94,347.88,15.3,1
147.89,254.17,481.0,9.56,1
129.82,206.35,325.27,20.61,1
159.67,225.33,596.67,21.58,1
133.06,220.82,544.85,24.82,1
115.85,220.49,546.52,20.52,1
118.9,235.71,626.17,27.42,1
118.32,214.39,520.03,38.54,1
127.48,196.1,390.22,35.23,1
132.1,237.73,611.1,26.85,1
131.42,215.49,157.2,14.04,1
118.6,232.38,754.64,36.02,1
126.2,246.21,830.47,26.36,1
120.98,265.26,215.09,37.35,1
127.8,235.16,729.3,34.26,1
105.86,224.5,682.38,20.12,1
136.39,206.81,499.17,34.32,1
126.84,206.97,560.76,38.67,1
129.69,205.04,359.95,22.81,1
124.04,221.85,491.9,25.95,1
134.95,226.77,625.47,24.01,1
130.44,197.19,201.58,16.73,1
117.18,211.81,529.58,31.68,1
134.74,212.29,555.13,35.76,1
125.35,232.56,724.72,31.6,1
140.15,199.14,491.14,18.1,1
125.38,216.39,647.94,31.91,1
133.61,183.35,285.7,16.46,1
117.79,215.81,620.01,29.17,1
139.0,234.26,710.47,41.18,1
160.23,223.38,674.0,20.91,1
118.91,236.9,764.43,27.03,1
112.12,213.63,604.63,16.65,1
116.86,220.45,621.17,16.02,1
136.56,207.65,618.31,32.66,1
127.72,190.63,375.43,30.93,1
128.05,211.25,588.25,27.46,1
134.33,238.64,783.85,24.6,1
130.33,198.0,426.25,17.77,1
136.06,224.47,625.58,20.36,1
109.78,199.33,506.44,9.67,1
112.62,215.04,601.41,24.18,1
108.82,228.77,686.15,22.66,1
132.02,217.79,625.81,27.82,1
127.03,220.3,693.78,28.92,1
136.76,202.07,527.93,24.66,1
149.36,213.5,650.75,17.54,1
125.05,240.28,408.2,20.06,1
110.1,251.77,903.0,23.05,1
113.2,229.5,725.67,30.59,1
129.95,213.79,628.64,42.95,1
138.07,209.62,588.43,23.34,1
126.52,267.55,338.49,21.77,1
116.95,199.85,422.58,38.55,1
107.43,224.95,695.68,17.1,1
140.22,212.65,628.24,34.21,1
118.51,225.21,702.75,26.42,1
108.31,216.29,651.27,20.98,1
148.22,218.68,604.0,36.12,1
124.71,225.38,648.05,29.95,1
123.23,209.0,216.8,20.22,1
119.87,208.3,565.96,31.36,1
154.33,208.77,561.31,11.92,1
143.09,200.95,445.58,26.69,1
127.01,210.31,532.83,29.94,1
121.02,263.76,237.1,34.2,1
126.92,220.26,694.76,31.27,1
133.49,222.0,651.78,34.69,1
128.22,248.08,854.58,25.9,1
132.69,214.84,638.46,19.89,1
118.52,214.63,549.89,38.46,1
138.02,224.36,721.64,20.61,1
124.29,204.35,544.76,24.37,1
140.85,205.14,472.61,22.24,1
119.13,210.66,623.31,26.05,1
121.52,230.54,768.12,28.7,1
117.53,237.13,786.1,58.59,1
133.28,225.47,725.2,15.79,1
123.37,262.07,244.5,24.06,1
130.88,214.15,163.4,15.86,1
134.23,198.7,377.96,28.9,1
118.44,227.67,736.83,23.12,1
101.51,231.29,791.57,21.28,1
123.44,205.18,515.03,26.21,1
137.99,208.0,562.67,34.38,1
162.45,217.8,672.6,25.3,1
134.81,189.25,230.11,10.96,1
125.67,189.55,251.58,17.86,1
132.08,188.94,250.08,18.17,1
122.92,191.42,315.16,21.5,1
128.46,198.64,340.02,27.15,1
121.33,202.31,468.4,21.85,1
121.62,222.8,669.95,26.47,1
132.16,212.21,532.79,29.28,1
132.44,210.36,637.26,29.67,1
140.73,217.95,649.36,29.22,1
122.52,254.33,885.43,35.03,1
119.85,212.75,575.01,32.47,1
105.27,216.33,684.67,12.64,1
118.86,242.79,552.45,28.21,1
106.56,201.22,467.67,33.43,1
144.03,196.5,455.8,16.89,1
119.05,205.48,527.59,30.39,1
135.15,199.52,472.55,28.79,1
150.86,220.0,622.0,25.36,1
140.62,210.19,600.5,25.46,1
140.6,220.71,666.14,46.52,1
124.54,251.42,914.94,31.51,1
107.64,250.12,943.76,22.29,1
130.48,204.63,111.54,4.25,1
135.99,245.74,384.91,24.52,1
135.62,212.13,512.4,25.89,1
128.57,221.87,614.06,30.08,1
108.95,226.08,704.16,27.5,1
123.83,250.93,793.52,19.29,1
105.91,219.73,606.23,18.28,1
126.4,231.15,704.05,31.9,1
132.43,214.15,609.56,23.37,1
153.86,206.0,549.0,13.11,1
115.19,199.09,431.82,37.56,1
103.42,223.0,623.11,22.16,1
132.29,228.13,693.73,32.82,1
118.49,224.09,637.91,32.42,1
136.01,213.18,593.48,38.0,1
130.36,200.27,444.16,34.1,1
104.26,231.28,718.28,24.79,1
87.48,277.0,965.0,4.66,1
117.52,233.92,707.99,21.2,1
134.07,240.04,749.12,28.72,1
154.86,222.3,654.1,21.7,1
137.46,233.71,688.98,39.79,1
130.88,266.26,429.38,21.21,1
136.37,238.5,730.25,26.35,1
131.03,243.09,867.03,21.99,1
157.36,239.33,712.33,19.72,1
116.54,262.32,659.17,16.7,1
116.58,254.6,738.56,29.26,1
136.49,261.77,438.77,19.5,1
116.78,212.67,335.87,23.07,1
120.2,240.24,705.19,26.93,1
137.16,250.84,790.52,21.86,1
170.3,242.0,789.0,11.76,1
147.19,251.89,691.56,25.34,1
134.6,255.08,659.64,22.81,1
114.56,228.38,661.5,31.87,1
136.14,219.03,568.53,46.75,1
115.14,242.91,652.55,22.56,1
128.32,250.4,186.5,22.34,1
133.65,245.5,682.17,38.24,1
120.11,253.56,612.41,31.68,1
119.37,246.02,708.96,24.51,1
134.1,268.54,887.06,35.5,1
132.24,211.5,444.25,29.91,1
132.25,188.06,367.42,20.62,1
123.3,189.8,397.21,35.03,1
132.92,185.77,349.4,25.59,1
134.43,185.52,306.75,16.87,1
129.73,171.6,206.82,10.51,1
131.5,236.1,599.31,27.37,1
124.78,204.27,523.93,35.92,1
119.9,193.36,332.21,11.61,1
122.12,205.32,399.24,17.43,1
131.13,258.48,716.61,24.63,1
117.57,249.92,650.64,20.06,1
128.38,201.59,502.18,18.73,1
117.56,210.88,607.52,22.23,1
124.88,172.3,232.32,12.92,1
129.44,214.76,438.88,45.14,1
117.91,205.26,433.77,28.02,1
128.77,180.73,311.74,26.18,1
127.3,252.4,653.68,18.25,1
128.62,247.85,601.02,11.63,1
146.45,213.93,653.07,29.04,1
125.4,246.03,865.3,21.01,1
110.52,222.06,692.47,27.38,1
126.6,257.09,808.23,20.94,1
126.2,270.48,744.33,13.66,1
143.09,195.81,424.5,22.36,1
138.91,222.0,668.0,52.0,1
125.86,246.14,500.19,17.63,1
116.35,252.16,879.02,20.57,1
118.81,276.0,718.53,17.1,1
131.31,244.44,522.64,41.06,1
128.26,215.27,395.33,34.01,1
113.87,217.78,623.78,53.86,1
134.79,186.0,373.14,14.44,1
136.06,198.69,249.63,8.6,1
135.99,199.0,423.33,22.83,1
135.38,192.39,428.42,26.74,1
129.36,258.83,731.83,15.23,1
128.12,178.46,270.24,15.54,1
136.45,201.46,497.75,25.86,1
106.46,181.53,271.71,13.07,1
118.55,272.77,765.77,25.52,1
116.96,189.16,366.58,22.95,1
119.02,188.33,354.67,21.72,1
123.74,280.26,826.09,19.9,1
131.34,202.85,362.94,20.98,1
127.84,183.83,198.61,10.58,1
136.14,181.48,329.19,10.37,1
132.72,188.01,358.15,26.48,1
119.06,287.68,872.94,16.5,1
128.86,193.28,444.59,30.97,1
126.08,184.18,309.18,7.44,1
132.52,186.1,397.44,24.77,1
134.54,201.12,505.43,33.93,1
123.6,209.96,601.97,33.24,1
119.78,212.8,389.35,35.34,1
121.66,202.38,558.03,30.37,1
116.35,207.31,540.87,38.59,1
124.82,240.5,753.25,14.95,1
128.52,198.86,487.33,31.1,1
123.17,249.08,930.5,17.79,1
131.34,267.3,791.71,20.77,1
112.78,207.2,560.07,34.25,1
118.83,242.9,594.95,26.81,1
145.11,204.71,495.07,22.29,1
133.51,187.44,354.22,17.52,1
83.58,193.0,421.5,4.15,1
111.56,206.16,542.37,44.06,1
138.2,241.5,557.75,42.29,1
124.86,252.42,595.17,26.56,1
125.83,228.25,388.5,28.8,1
132.91,211.76,330.93,12.63,1
134.52,191.51,387.6,24.12,1
112.6,206.58,526.83,25.9,1
126.1,261.9,679.88,26.45,1
113.6,274.35,694.65,21.5,1
108.27,280.0,809.75,12.63,1
132.38,230.83,475.08,38.97,1
131.15,186.03,323.52,18.76,1
119.99,199.09,391.11,25.02,1
114.34,292.17,640.83,53.05,1
104.6,196.29,385.0,25.27,1
123.92,195.01,365.3,25.92,1
149.04,275.67,672.0,46.71,1
135.84,197.98,474.74,25.87,1
148.16,193.0,376.5,20.48,1
112.17,199.13,512.3,38.29,1
135.11,244.23,634.7,23.54,1
123.9,272.78,644.0,20.36,1
127.49,178.8,215.36,11.21,1
128.58,207.68,535.44,35.65,1
109.12,336.0,579.0,87.36,1
140.76,194.12,343.62,17.99,1
0.0,336.0,579.0,0.0,1
118.92,204.31,509.01,25.24,1
116.23,174.9,242.5,40.8,1
133.21,176.15,237.67,10.49,1
147.8,257.47,687.63,11.61,1
122.57,206.37,494.98,26.24,1
138.7,199.13,458.91,8.87,1
139.17,194.7,388.9,22.91,1
95.7,213.43,578.86,14.7,1
102.92,208.67,501.33,26.3,1
132.56,204.65,442.7,35.48,1
131.57,206.14,453.1,20.87,1
127.18,224.84,675.89,8.52,1
