RIDGE,NUB,CRACK,WEIGHT,DENSITY,binaryClass
9.65,-2.49,-4.03,-11.34,-3.15,P
7.88,7.88,-7.03,-11.94,-2.14,P
-3.77,-6.6,-7.05,1.96,1.24,P
-0.8,0.72,9.72,-3.19,5.52,P
4.78,6.83,-1.13,-6.84,1.1,P
-2.64,3.12,-12.31,-5.27,5.42,P
-0.58,0.01,-0.13,0.46,0.64,P
-3.92,-1.25,-0.8,7.58,-1.19,P
-2.26,2.23,5.72,8.22,-2.96,P
2.44,7.06,3.21,-3.5,0.01,P
7.31,0.47,-2.59,-13.27,-0.47,P
1.39,6.98,5.9,-4.71,2.06,P
6.9,-5.27,-0.48,-11.97,-3.18,P
-1.39,-2.4,1.79,-1.5,2.81,P
-0.41,5.9,9.64,0.21,2.84,P
-1.46,6.83,-8.69,-1.65,3.71,P
-6.31,-4.91,8.37,5.85,1.71,P
-4.12,7.3,10.27,-0.68,6.26,P
3.81,-7.67,-6.34,-7.82,-0.53,P
2.41,5.89,-8.18,3.88,0.86,P
10.36,-5.43,7.34,-16.49,-2.1,P
-2.5,0.64,1.58,0.61,4.14,P
-1.38,-0.32,0.08,-0.16,1.07,P
-3.19,-1.42,-2.81,5.16,1.02,P
4.65,-1.06,-10.22,-11.96,2.91,P
7.35,-3.0,1.6,-8.26,-3.91,P
2.2,-4.21,-5.78,-5.12,0.73,P
-7.47,-1.4,2.33,16.88,-0.75,P
1.12,-2.89,-5.09,-1.25,-2.4,P
2.08,-2.74,-12.85,-7.98,0.04,P
2.93,1.39,-12.49,-9.24,0.03,P
0.52,8.54,2.74,-1.92,1.85,P
-0.73,-7.54,9.65,5.76,-5.08,P
2.09,-0.47,1.29,-5.78,-0.32,P
3.25,-6.26,-14.79,-5.32,-1.03,P
7.55,6.91,-2.13,-7.78,0.72,P
7.64,7.22,-2.44,-6.85,-2.81,P
3.81,6.88,-2.87,-3.85,-0.7,P
-19.74,-0.35,5.9,33.46,3.56,P
-5.55,0.22,7.4,11.75,0.73,P
-1.21,4.76,-1.39,1.62,1.71,P
-8.29,-1.32,11.85,15.23,1.06,P
-11.66,2.9,1.71,14.31,5.37,P
-1.45,-3.58,-7.38,-3.2,0.08,P
-3.51,1.35,18.69,12.34,-4.19,P
-5.7,-2.78,-13.73,13.69,-0.66,P
-1.89,-0.4,-2.37,9.89,-4.72,P
3.99,3.51,-0.64,-9.16,0.3,P
1.24,-4.84,-10.25,-5.44,2.98,P
-7.06,8.81,-3.14,11.69,3.19,P
-8.2,-9.88,-10.51,15.64,-0.46,P
-14.35,-1.59,1.6,23.36,4.3,P
6.8,-2.45,-0.54,-11.75,-2.23,P
7.82,-3.43,5.69,-4.37,-5.85,P
0.08,-2.01,-18.42,0.38,0.04,P
-12.52,-5.79,5.61,16.47,5.74,P
-4.02,-4.03,16.27,7.98,-1.94,P
-3.88,-0.79,0.33,1.57,2.49,P
2.64,-1.34,-4.2,-0.03,0.06,P
-6.42,0.51,5.0,7.79,-0.81,P
0.6,2.6,-10.46,-4.82,2.0,P
-1.56,3.36,-9.5,-4.82,3.46,P
8.21,0.7,2.87,-5.56,-1.97,P
-5.02,-7.38,-1.8,1.72,0.12,P
-7.16,0.98,12.93,16.94,0.11,P
2.21,-7.37,-7.96,-1.62,-1.18,P
2.4,3.1,2.35,-4.82,0.06,P
1.69,-5.98,0.41,-1.4,-2.63,P
-1.36,-1.42,-1.76,6.74,-0.88,P
1.75,1.62,3.05,-8.92,2.35,P
0.23,4.92,-11.34,5.15,0.75,P
-9.9,3.21,7.89,12.99,3.17,P
14.76,3.86,-1.37,-30.97,-0.86,P
-9.77,-6.76,6.72,7.33,6.38,P
-1.5,3.79,10.31,1.97,0.65,P
-5.89,0.05,6.91,11.01,-0.98,P
-0.19,-1.13,-8.61,-7.91,4.11,P
-2.34,-6.94,10.08,9.48,-5.05,P
-0.51,8.81,-10.44,-4.3,3.28,P
-1.8,3.51,-10.42,-3.79,4.07,P
3.85,0.88,-0.37,-5.11,-2.31,P
-9.07,-1.92,5.06,13.6,-0.42,P
13.82,-0.4,10.4,-23.11,-2.29,P
3.73,1.21,8.94,-0.46,-5.2,P
-0.9,0.6,9.83,-1.56,2.22,P
8.7,-2.09,7.97,-7.25,-4.73,P
12.66,8.08,-4.65,-17.35,-4.32,P
-4.64,-3.84,-7.53,3.58,2.05,P
5.32,2.2,-2.9,-11.27,-1.34,P
-8.85,-1.26,-0.74,15.97,1.69,P
-4.17,-1.12,-5.66,12.1,-1.57,P
-3.12,-7.06,-0.94,-4.4,4.47,P
-6.47,6.55,9.23,5.54,3.99,P
-0.04,2.98,13.56,2.54,0.16,P
1.39,7.79,0.54,-7.2,5.1,P
-8.8,-1.74,3.69,16.97,0.62,P
-7.42,-1.62,8.49,11.75,0.9,P
-3.96,-2.58,1.85,3.44,2.34,P
3.79,-1.83,25.64,-0.38,-7.67,P
4.16,1.1,-1.49,-13.91,1.45,P
0.86,-3.48,-5.19,-1.85,0.55,P
3.45,0.4,0.43,-9.14,0.86,P
8.4,-7.08,-4.77,-19.55,-1.51,P
0.9,1.72,3.73,-5.37,-0.29,P
-3.4,3.23,8.38,7.06,-1.97,P
-13.89,1.15,-0.67,14.67,7.06,P
3.42,7.77,10.93,-9.54,0.9,P
5.56,6.74,-1.98,-10.5,0.27,P
-0.69,14.27,-0.62,-2.44,4.0,P
-4.67,3.87,-17.46,8.42,0.78,P
-6.95,-1.31,15.73,12.47,-1.73,P
3.56,-3.74,7.12,-6.82,0.88,P
-1.33,-5.72,0.41,0.96,0.92,P
0.23,0.53,-0.42,1.17,-0.24,P
6.39,4.74,-6.23,-10.99,0.35,P
5.09,2.53,-9.2,-11.95,-0.92,P
7.42,6.55,9.36,-16.5,0.73,P
-5.12,-3.27,-11.07,4.52,2.34,P
4.09,9.53,5.19,-10.41,2.52,P
10.84,-6.09,-12.64,-15.25,-4.69,P
10.28,0.26,-4.68,-20.69,-0.69,P
-3.51,-6.87,-0.12,7.77,-2.04,P
-7.1,-2.46,-15.72,6.76,3.94,P
5.13,3.85,-1.33,-3.22,-2.38,P
-2.6,-7.56,4.36,1.36,-0.24,P
-6.32,6.14,1.62,9.62,4.06,P
-8.37,-1.41,10.36,16.62,1.22,P
4.59,-0.34,0.07,-2.68,-2.68,P
-8.35,-3.24,-8.31,5.16,6.83,P
4.84,-2.15,-1.51,-6.59,-1.38,P
-10.02,6.46,2.62,8.29,7.28,P
1.36,3.77,4.78,-6.85,-1.4,P
1.65,-2.82,7.97,-0.15,-3.11,P
1.38,1.5,4.35,-7.88,0.76,P
-14.24,2.57,5.54,15.72,8.14,P
4.62,3.71,-10.38,-11.99,-0.31,P
-15.9,-1.46,-2.79,19.02,4.93,P
-2.72,-0.7,2.73,-0.15,2.76,P
6.66,-5.59,-9.96,-17.01,2.01,P
4.26,-4.01,-2.3,-9.19,1.16,P
2.17,-0.72,-16.53,-2.5,0.57,P
6.6,-1.29,9.27,0.7,-4.97,P
1.42,-2.55,-11.83,-6.27,3.56,P
-11.66,4.7,1.94,13.87,7.06,P
2.9,8.41,19.14,0.09,-0.87,P
7.79,-4.85,-6.22,-9.92,-3.74,P
-4.17,-7.31,2.05,8.46,0.71,P
8.24,-2.37,-4.14,-10.26,-2.36,P
2.02,9.1,1.95,-6.52,2.82,P
-10.79,-0.74,-2.71,19.46,0.26,P
-0.46,-6.12,-4.86,-1.01,-1.55,P
14.19,1.46,-4.88,-12.15,-8.18,P
-2.32,0.9,-4.4,3.18,1.35,P
-12.28,0.99,4.75,17.32,3.05,P
-1.52,1.24,-6.17,0.34,0.42,P
5.21,3.52,0.17,-5.13,-0.7,P
-1.63,-4.46,-8.17,3.88,-0.67,P
8.09,-0.28,-5.33,-10.25,-2.87,P
0.99,-8.26,-9.02,-7.33,-0.24,P
6.3,0.75,2.02,-8.5,-2.97,P
-6.86,5.63,10.28,5.38,2.93,P
-0.58,0.2,-0.21,0.55,0.19,P
-2.44,1.88,8.71,3.48,1.65,P
-3.94,-3.5,13.27,14.49,-3.68,P
11.47,-11.34,5.22,-18.02,-5.48,P
6.14,1.05,3.85,-9.54,-0.73,P
-12.45,4.71,3.13,14.28,7.08,P
3.3,1.72,-4.94,-14.14,2.94,P
-1.94,-2.58,-3.43,-2.28,-0.49,P
5.18,-8.54,-2.65,-5.38,-4.92,P
-1.64,-5.48,3.56,10.12,-4.8,P
-1.74,-1.05,0.36,4.97,2.24,P
2.15,4.52,12.81,4.92,-4.44,P
-12.49,2.77,-0.82,17.87,1.1,P
-13.73,2.03,3.22,20.37,3.52,P
-2.52,-1.5,1.26,13.19,-2.51,P
-1.41,-6.83,-12.6,-1.53,1.4,P
6.98,2.81,4.27,-11.49,-0.6,P
2.92,-4.46,-0.95,-6.83,-2.31,P
-11.98,2.84,13.46,17.55,4.07,P
-0.12,0.28,-0.28,0.86,0.2,P
0.08,0.61,-0.44,1.12,-0.5,P
-10.94,4.66,-2.25,17.71,4.21,P
-13.94,0.31,10.72,22.95,2.54,P
-1.12,-8.58,-5.94,3.89,-2.38,P
-13.37,-6.17,8.66,26.51,-0.08,P
-5.62,1.47,-0.27,12.99,1.23,P
10.27,-8.32,7.82,-0.28,-12.04,P
10.17,0.55,-10.32,-22.69,1.55,P
-0.26,-3.08,-12.83,-0.93,-0.44,P
13.04,5.13,-0.09,-22.75,-1.04,P
7.69,-0.53,5.0,-1.9,-5.11,P
-5.11,1.35,8.17,6.75,4.23,P
-0.81,-0.03,-0.09,0.31,0.63,P
-1.49,-5.38,-7.27,-3.23,2.71,P
-2.69,5.2,-3.26,-0.9,3.46,P
5.69,-2.38,-1.33,-11.15,0.28,P
0.96,4.57,9.38,4.99,-1.28,P
5.2,3.28,5.63,-0.64,-2.68,P
-7.17,1.52,-2.04,14.03,2.33,P
2.59,6.99,-1.91,-6.53,2.2,P
1.03,1.18,-1.98,2.64,-2.54,P
2.63,5.13,0.55,-1.99,-1.71,P
-10.2,-0.56,8.87,15.47,3.86,P
1.42,-2.4,-8.81,-7.76,1.79,P
-3.72,-0.78,-3.01,0.82,4.88,P
-2.0,7.59,-8.61,-5.54,6.74,P
1.82,5.24,1.39,-0.19,-1.03,P
-7.87,0.13,3.18,14.2,2.77,P
-2.49,1.59,-0.81,1.79,1.74,P
0.36,5.16,4.16,-4.36,2.47,P
-3.27,3.02,0.52,8.58,-0.66,P
-5.04,-2.98,-5.23,0.42,3.53,P
-5.04,10.62,0.03,8.4,-0.14,P
-3.41,-2.31,-0.54,14.17,-1.58,P
2.74,4.5,5.7,-5.95,1.96,P
4.81,5.04,5.7,-5.37,0.16,P
-5.03,5.71,-12.32,2.17,4.72,P
9.97,2.83,5.5,-2.95,-7.47,P
-2.12,-4.74,-8.85,10.31,-3.29,P
-3.2,2.64,-9.59,-0.16,3.82,P
5.5,0.13,-2.52,-14.01,1.82,P
3.06,-1.86,1.2,-5.54,0.12,P
6.62,4.12,-20.48,-12.42,0.75,P
-9.08,-4.56,14.92,14.56,3.67,P
8.92,4.04,-10.14,-14.73,-0.01,P
2.92,-0.03,-0.01,-7.38,-0.87,P
-6.06,1.16,-4.24,1.98,1.05,P
-7.69,-4.86,1.48,14.63,-1.07,P
4.67,-3.5,-12.19,-10.08,-3.94,P
5.71,2.61,9.64,-3.62,-3.18,P
1.25,3.7,-10.74,2.87,0.38,P
-1.73,2.95,5.15,2.68,2.21,P
2.06,-4.6,1.32,-4.82,-0.4,P
-6.08,3.66,-13.82,3.51,6.62,P
-1.02,2.88,-8.15,-0.48,1.13,P
-1.8,-5.06,-10.11,-9.51,6.7,P
3.55,-5.37,-0.06,2.57,-5.51,P
-5.55,-2.78,10.82,4.0,3.14,P
9.47,3.1,4.49,-16.48,-1.38,P
7.01,-5.18,-3.43,-9.8,-2.56,P
-3.4,-0.19,-1.08,11.47,-2.09,P
-10.25,-1.29,13.26,15.89,0.41,P
-0.49,-7.05,1.18,4.9,-4.69,P
10.82,-4.77,4.08,-11.82,-5.39,P
2.37,-5.46,-13.69,-6.68,1.01,P
8.16,3.77,-2.83,-21.99,-0.6,P
18.26,-14.14,-16.33,-32.28,-6.54,P
3.61,10.83,1.92,-9.69,3.32,P
-1.74,5.66,-1.23,4.92,-1.62,P
0.29,-2.23,9.02,8.87,-4.96,P
14.9,2.8,-5.92,-20.09,-2.47,P
5.52,5.39,3.1,-6.35,-0.57,P
7.54,-0.57,-3.23,-7.27,-3.24,P
-6.43,2.71,2.6,14.11,0.29,P
-4.13,4.13,18.79,8.88,1.18,P
-11.09,-1.15,0.12,15.43,2.23,P
0.52,0.74,-0.54,1.44,-0.61,P
0.01,6.11,-0.41,-4.58,4.74,P
2.03,-5.05,-3.53,-5.95,-3.13,P
13.18,4.82,5.37,-11.93,-6.5,P
8.32,-0.62,-4.35,-11.22,-2.07,P
3.2,-0.92,2.46,-4.2,-1.22,P
2.15,-0.79,-13.1,2.59,-1.6,P
-6.47,-2.25,7.77,3.01,3.09,P
2.02,-8.42,-10.58,-8.33,-0.62,P
2.82,-3.32,6.28,-7.42,-0.84,P
0.08,0.42,-0.36,1.03,-0.05,P
-2.02,-6.74,-15.52,1.65,0.6,P
-5.76,-6.59,-0.86,-1.8,3.43,P
1.84,11.66,10.02,3.01,0.17,P
1.16,0.25,18.18,-1.74,1.46,P
10.5,8.7,6.65,-17.48,0.12,P
3.28,-3.32,-1.55,-7.63,0.51,P
-2.68,-8.24,20.84,12.21,-7.19,P
-11.13,-8.97,-1.97,21.09,0.43,P
4.53,-5.43,-3.7,-3.57,-3.28,P
7.29,-2.08,-1.44,-7.1,-5.56,P
-4.62,-6.4,-4.12,13.85,-3.39,P
0.48,-0.3,-17.87,-6.14,3.25,P
7.13,-2.6,5.43,-8.06,-3.7,P
4.89,-3.9,5.86,3.26,-6.48,P
1.69,-8.21,-12.62,-1.75,-2.69,P
6.46,-1.91,-10.68,-14.65,0.25,P
6.56,-4.38,2.09,-2.73,-4.85,P
-2.08,1.9,-5.95,-3.28,6.22,P
-3.13,-3.6,-4.49,6.72,-3.36,P
1.47,1.29,5.85,-11.77,2.09,P
-0.87,-3.58,-11.09,1.27,0.78,P
-1.6,4.18,2.21,6.43,0.18,P
-2.2,-3.98,9.97,3.76,2.1,P
2.38,5.74,7.21,-1.27,-0.2,P
-3.29,-2.38,-3.39,2.69,2.88,P
-13.21,-5.47,-5.25,23.32,0.01,P
11.35,8.06,0.21,-16.54,-1.01,P
-6.14,-5.77,-1.42,2.22,1.61,P
6.79,-0.98,6.88,-4.27,-6.32,P
3.52,-5.56,-6.48,-4.89,0.13,P
12.19,-2.03,-7.28,-11.43,-3.74,P
3.99,-5.0,2.69,-1.24,-2.95,P
14.44,-1.14,-16.46,-26.1,-3.34,P
-12.2,-0.27,8.32,22.82,-0.82,P
1.63,-3.85,-7.3,-0.1,-2.26,P
11.81,10.51,-5.59,-19.35,0.21,P
-9.03,1.73,2.56,12.22,0.82,P
-3.09,-0.18,-10.06,2.98,-1.25,P
-6.74,-3.14,9.96,15.21,-1.3,P
-2.63,-7.92,1.07,3.8,0.32,P
-6.41,0.33,-11.92,4.29,3.88,P
6.15,4.17,6.65,-4.44,-5.82,P
9.71,3.01,-5.37,-13.41,-0.73,P
-1.49,-0.71,0.26,-0.4,1.96,P
0.18,0.5,-0.4,1.12,-0.17,P
-3.56,4.16,7.22,3.53,2.68,P
14.07,11.32,1.64,-17.25,-3.27,P
3.63,-0.67,11.96,-4.48,-2.46,P
3.19,0.31,1.83,-4.88,-3.71,P
-7.08,-6.53,0.7,5.41,1.29,P
13.97,4.12,-13.09,-21.32,-2.19,P
-0.87,5.44,-5.32,1.15,0.88,P
3.19,5.69,-3.53,-11.62,3.24,P
4.14,-7.29,3.17,-3.1,-3.33,P
11.89,0.29,-9.09,-11.67,-6.41,P
12.15,4.53,-1.93,-20.18,-0.01,P
-3.8,-2.33,1.51,6.68,-2.05,P
0.27,0.93,-0.6,1.38,-1.2,P
6.17,9.13,8.61,-4.41,-1.38,P
5.91,6.0,-4.08,-9.05,-2.65,P
3.01,-5.1,-2.31,-1.08,-4.14,P
-2.24,-0.1,4.05,-0.65,2.23,P
-7.98,-3.35,15.59,9.36,0.14,P
-3.5,1.3,-6.86,-2.12,4.97,P
0.02,-7.36,-10.29,-0.95,-1.82,P
8.98,3.1,9.11,-7.18,-4.03,P
1.07,12.18,6.55,0.62,2.87,P
-8.03,0.02,6.62,10.7,4.87,P
-2.94,11.99,1.53,10.86,0.05,P
-4.05,-1.29,-5.1,5.16,1.47,P
-2.62,6.14,-10.55,1.22,2.57,P
6.74,0.97,30.32,1.19,-5.47,P
-4.3,1.32,-1.42,0.17,6.09,P
-7.07,9.07,-1.63,6.51,6.35,P
1.47,-10.67,-7.75,3.15,-3.46,P
3.1,5.42,-15.37,-12.13,2.02,P
2.53,-4.88,2.37,1.52,-3.78,P
0.42,0.86,-0.58,1.43,-0.94,P
12.38,-0.7,6.5,-15.87,-5.16,P
3.64,7.29,4.9,-11.58,2.9,P
-9.2,4.22,-5.0,1.72,6.59,P
5.79,-2.42,6.08,2.41,-7.21,P
1.67,1.0,-9.49,-3.9,-1.87,P
4.01,-5.12,-5.6,-12.77,-1.03,P
8.45,3.65,4.5,-5.92,-4.11,P
-5.36,-5.75,6.15,6.8,1.56,P
8.49,6.76,-15.47,-12.17,0.22,P
-1.43,-8.14,5.54,7.58,-4.73,P
-3.9,-5.29,-4.9,7.91,0.18,P
6.66,-7.01,-8.65,-8.74,-5.26,P
-4.5,2.15,15.19,12.9,0.53,P
1.06,-1.95,-3.5,-0.27,-0.6,P
-2.38,-3.8,4.33,10.13,-3.24,P
9.65,11.25,3.65,-18.22,2.46,P
2.88,1.59,6.01,-4.34,-1.5,P
-3.66,-7.13,-2.15,11.63,-2.03,P
3.27,-2.65,-2.14,-2.63,-0.75,P
1.87,-0.26,4.1,-5.95,0.55,P
8.74,-5.38,4.04,-5.42,-6.15,P
3.11,-2.84,-9.79,-10.96,0.74,P
6.6,-2.57,15.08,-8.29,-2.5,P
7.71,3.66,-1.18,-13.26,0.2,P
5.45,-0.1,-4.08,-12.22,-1.59,P
5.18,-1.26,-0.73,-8.67,-1.85,P
-0.17,-7.04,-3.3,2.17,-1.96,P
-12.82,1.62,-7.2,17.62,4.61,P
4.14,-1.64,8.33,0.45,-4.95,P
-0.44,9.01,-11.3,-5.48,4.06,P
-4.59,-1.29,3.6,8.36,-0.34,P
10.74,-5.64,-4.61,-8.12,-7.08,P
7.75,-0.75,-3.88,-12.6,-1.33,P
-3.84,3.59,5.3,10.48,1.21,P
-0.32,0.51,-0.37,0.84,-0.44,P
2.65,5.16,2.1,-9.22,2.68,P
-4.86,-3.15,6.55,4.52,1.94,P
6.47,0.5,-18.57,-14.89,1.76,P
-10.62,-1.06,5.69,13.03,3.47,P
-12.38,-12.83,0.3,26.31,-0.8,P
6.92,6.07,-6.33,-7.04,-0.08,P
-13.7,-5.62,-2.09,17.36,3.72,P
-7.78,-2.1,-9.43,3.94,5.22,P
-0.79,1.26,-8.96,-2.64,0.22,P
2.43,0.92,-14.13,-6.36,0.54,P
3.13,9.38,-2.29,-11.01,3.77,P
5.69,4.11,5.1,-10.31,-0.54,P
-0.47,4.35,14.71,6.05,-3.28,P
-12.98,-0.81,3.55,13.16,4.63,P
2.06,1.17,12.73,-0.02,-1.16,P
10.75,9.53,-3.12,-15.34,-2.03,P
-2.9,-4.56,-11.38,1.83,-0.59,P
4.22,-4.09,9.64,-3.04,-3.99,P
6.76,-0.73,-7.44,-14.84,1.25,P
-10.77,-10.02,15.75,16.1,-1.08,P
6.12,-2.46,5.29,-5.23,-4.33,P
-3.75,0.04,-3.14,10.87,-0.26,P
3.54,5.92,-11.27,-3.35,-0.34,P
10.33,-0.59,-5.93,-13.58,-4.33,P
-0.67,-7.34,8.1,3.21,-1.76,P
-6.15,8.35,-4.04,0.94,6.19,P
1.18,5.04,-3.0,3.69,-1.33,P
-7.62,-0.84,18.48,15.64,0.43,P
-4.19,-1.28,5.88,6.05,2.42,P
2.39,5.97,-5.5,-7.8,0.93,P
2.82,-4.53,-18.85,-8.24,1.07,P
-1.13,-0.32,0.06,-0.02,1.2,P
-10.06,-1.59,8.91,11.66,4.83,P
-4.03,6.2,5.29,4.55,4.26,P
-2.83,4.32,8.44,11.38,-1.49,P
-9.21,-2.88,0.22,14.79,0.3,P
-1.43,-3.04,-15.35,-4.44,2.17,P
6.21,5.62,3.2,-15.11,1.38,P
-0.46,7.52,-1.42,2.41,1.1,P
0.44,-4.94,4.76,2.57,-3.66,P
-1.16,-5.86,9.62,8.18,-2.99,P
-10.75,3.48,11.31,13.72,1.93,P
7.05,5.27,3.15,-10.52,1.3,P
2.74,-1.77,-6.47,-0.82,-4.08,P
-8.57,-3.06,3.51,14.86,2.76,P
-14.38,5.74,9.11,19.8,5.66,P
-4.74,6.37,-4.75,-0.63,7.34,P
-1.88,-1.12,1.53,-1.06,2.28,P
11.77,0.85,-3.47,-16.01,-1.94,P
0.36,-4.72,-4.09,-3.03,0.55,P
8.45,-5.06,15.81,-11.44,-4.2,P
-5.81,-9.81,15.12,14.27,-3.18,P
4.21,-4.99,-5.15,-8.41,-1.6,P
2.7,-7.49,6.32,0.27,-4.76,P
0.6,4.76,-14.44,-8.21,4.88,P
-8.41,-0.27,-8.07,18.4,-0.42,P
-2.42,2.64,2.43,-1.12,4.55,P
5.67,1.81,8.27,-7.12,-1.99,P
-5.1,9.01,1.18,3.81,4.9,P
-0.43,2.36,10.46,3.56,-1.0,P
4.84,0.66,4.83,-8.38,1.39,P
-0.56,1.63,-8.52,-3.35,3.04,P
-2.55,2.44,-6.15,-0.8,2.46,P
-8.49,2.93,8.21,12.79,4.89,P
-3.0,-6.43,-10.38,9.09,-1.8,P
0.67,0.85,-0.59,1.57,-0.8,P
4.73,-3.14,4.6,-8.7,-2.29,P
-11.76,-10.78,-3.83,15.59,1.23,P
-6.45,-10.33,2.63,10.23,-1.14,P
6.07,-5.52,-1.7,-4.73,-6.3,P
0.79,-3.91,-3.94,-8.37,-0.13,P
5.97,11.31,0.13,-11.36,3.0,P
-4.16,-0.75,-7.24,-2.54,4.34,P
7.04,-4.99,-2.0,-8.24,-2.0,P
-7.82,-1.18,-2.39,16.54,1.52,P
4.9,4.41,-0.48,-0.8,-1.03,P
-0.98,3.58,1.76,0.05,1.23,P
-3.71,-3.3,-8.62,-0.79,4.06,P
-3.72,1.53,7.07,-6.74,7.05,P
-0.1,-1.21,4.59,8.74,-1.8,P
-3.92,-1.82,-12.14,7.92,1.02,P
13.96,-2.15,0.58,-18.92,-4.32,P
-3.77,-13.61,-9.11,0.67,0.31,P
-1.13,2.54,6.74,9.06,-2.03,P
-5.46,0.84,7.82,11.39,2.09,P
-2.48,-3.48,4.5,12.41,-2.22,P
0.57,0.78,-0.55,1.48,-0.68,P
-4.94,-0.28,8.8,4.67,5.63,P
-9.9,-14.31,4.69,9.89,0.76,P
1.25,9.46,15.56,-0.57,0.98,P
4.09,2.94,2.82,-12.36,1.22,P
2.92,-8.74,9.49,-0.82,-4.34,P
-2.48,-2.01,-3.09,-1.5,2.56,P
3.59,-3.41,8.2,1.83,-7.1,P
1.12,10.91,-3.85,-9.49,4.84,P
-11.09,-9.69,5.73,23.16,-2.49,P
-5.84,-1.71,0.68,14.62,-0.9,P
-6.3,-4.33,14.61,9.22,-1.74,P
-20.86,4.98,2.33,27.46,9.37,P
-0.66,-0.11,-0.07,0.36,0.9,P
-4.44,5.92,4.08,13.6,1.63,P
1.36,6.6,13.96,1.94,1.13,P
0.13,6.25,3.83,1.42,-0.02,P
2.65,4.4,4.9,-6.62,-0.24,P
3.38,-3.53,10.71,0.72,-3.88,P
4.79,-0.18,-0.08,-11.93,-1.76,P
8.54,-1.01,7.26,-10.5,-1.56,P
1.71,-2.52,2.96,-2.87,-3.82,P
-7.74,-5.39,4.65,10.92,0.95,P
-8.79,-6.42,1.27,19.5,-2.72,P
0.12,0.83,-0.54,1.25,-1.01,P
0.36,-2.96,10.07,2.81,-3.76,P
-6.73,-3.08,-17.54,5.95,1.9,P
2.73,2.88,7.21,-6.6,-0.24,P
-3.31,1.32,7.39,0.96,3.24,P
5.1,4.82,5.12,-6.28,-1.37,P
4.12,6.67,-7.72,0.48,-3.82,P
-1.6,5.81,11.82,2.72,1.05,P
2.69,-4.96,-0.21,1.66,-4.37,P
-2.69,-9.31,11.61,7.0,-2.22,P
14.62,1.61,-1.97,-21.61,-2.32,P
5.54,-0.92,-3.6,-17.34,3.46,P
8.79,-4.82,-14.3,-19.97,-0.31,P
-10.3,-0.97,5.84,23.4,-0.67,P
-5.72,4.65,6.91,10.1,2.59,P
9.58,6.06,-6.54,-14.84,0.7,P
-3.24,2.29,-4.03,1.05,-0.03,P
3.24,-8.82,-17.09,-10.91,-1.28,P
-1.69,9.81,17.66,3.52,0.77,P
-1.82,8.22,-8.18,0.39,1.04,P
-0.9,4.49,5.5,-5.66,3.4,P
8.2,-8.17,-14.68,-15.51,-2.25,P
4.22,2.63,9.11,-3.4,-2.63,P
-6.35,1.57,11.4,11.79,-0.55,P
7.18,-9.36,-0.59,-2.98,-8.22,P
5.72,1.58,-6.43,-20.58,5.07,P
-4.27,-1.17,-10.08,5.63,0.95,P
-7.22,-8.47,4.04,8.28,1.7,P
8.3,-0.56,-0.57,-20.47,-0.79,P
-4.67,4.5,6.81,2.03,3.06,P
-6.91,-5.81,4.77,7.88,-0.61,P
-1.1,-0.42,0.1,-0.04,1.46,P
-14.34,-3.16,7.82,23.78,2.51,P
-5.04,2.34,-2.53,-2.58,5.86,P
0.19,2.48,5.65,-7.8,3.97,P
2.75,4.41,9.02,-8.47,0.84,P
-3.03,-0.72,4.42,2.6,2.74,P
7.94,3.33,0.32,-13.42,-1.27,P
-4.02,-9.28,-2.05,6.86,-1.45,P
-2.87,3.35,7.33,7.42,-0.9,P
-5.2,5.62,9.28,6.94,3.37,P
0.16,-3.2,-3.27,0.18,-0.93,P
-6.39,-6.96,8.94,8.01,-0.57,P
7.02,3.43,4.24,-8.59,-2.4,P
-9.58,-4.72,-4.48,16.24,3.89,P
8.06,12.3,4.41,-17.12,1.36,P
-9.31,-7.52,8.18,19.61,-0.77,P
-3.93,1.4,7.78,3.8,2.11,P
-2.3,2.25,-1.07,8.12,-0.66,P
11.31,-3.04,-8.05,-18.31,-4.16,P
-10.6,2.87,23.82,17.22,1.31,P
13.13,0.3,2.12,-23.16,-1.63,P
-9.57,4.94,0.53,18.72,2.07,P
6.37,-0.36,-3.28,-11.55,-3.53,P
9.8,2.61,0.48,-10.68,-3.28,P
-0.68,-7.34,0.58,2.9,-3.22,P
-0.16,7.3,-9.0,4.71,-0.1,P
3.67,2.06,7.24,1.56,-3.09,P
5.11,0.52,-10.57,-13.22,0.53,P
-2.68,3.26,2.92,2.58,2.04,P
-6.06,-2.98,-19.81,4.48,4.49,P
-15.34,-5.67,0.17,22.74,3.15,P
-7.89,7.88,17.53,9.35,3.26,P
-2.14,-8.63,0.65,2.88,2.52,P
-1.49,-0.52,0.18,-0.32,1.51,P
6.63,1.74,5.64,-6.46,-4.65,P
1.56,8.57,2.92,-2.09,1.24,P
1.54,-2.19,6.54,-4.68,0.54,P
3.0,-9.21,-1.26,-3.54,-3.53,P
-6.61,-0.15,6.62,9.03,-0.47,P
9.08,8.4,-5.98,-10.0,0.04,P
-4.54,2.33,7.1,8.73,0.76,P
-0.11,3.1,-14.42,-2.81,3.66,P
-6.69,6.16,10.06,4.62,4.55,P
10.71,-4.78,-0.56,-15.07,-4.42,P
8.17,2.7,12.96,-11.62,0.42,P
-2.99,-5.01,-7.66,3.94,-1.16,P
3.38,-6.17,-14.18,-5.02,-2.63,P
1.55,-1.46,3.67,-5.81,-0.56,P
