a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql,binaryClass
0.241,-0.0365,0.0463,-0.4185,1.0765,2.3475,0.3912,7,P
-0.1398,0.3796,0.3383,-0.3856,4.0256,0.0638,0.8584,8,P
-0.085,-0.1557,0.2293,0.3146,12.3292,1.6096,0.8756,5,N
0.1759,-0.2321,-0.3652,0.2449,10.6828,3.7631,0.7699,8,N
0.1576,0.084,0.2467,0.0873,0.7559,5.6826,0.5701,6,P
-0.3436,0.0067,0.3779,0.312,1.771,1.5913,0.694,7,P
0.1853,0.2602,-0.26,0.4676,3.7253,0.9094,0.6126,8,P
0.082,0.0977,0.2892,0.1309,4.9418,0.837,0.4693,6,P
-0.126,-0.4814,0.2581,-0.0923,0.0243,1.5025,0.5257,5,P
-0.0036,-0.0875,0.0426,-0.1952,0.4026,3.3285,0.3443,5,P
-0.1333,0.0647,-0.353,-0.3835,2.0988,7.675,0.645,7,N
-0.2937,-0.2433,0.3872,-0.3443,0.0218,4.104,0.6573,7,P
0.1028,-0.3406,-0.2341,-0.0834,11.1426,1.4016,0.6989,7,N
0.0253,0.4221,-0.1697,0.2948,1.7412,3.8189,0.4884,5,N
0.3465,-0.3335,0.3246,0.1093,0.13,3.3301,0.6068,6,P
0.0748,0.051,0.1675,-0.4508,2.8443,4.6967,0.6103,7,N
-0.4713,-0.1174,-0.0086,-0.2802,0.936,2.8947,0.4037,5,P
-0.2966,0.2814,-0.3746,-0.4514,5.4605,0.6653,0.8969,7,P
-0.2904,0.0746,0.4148,-0.0844,1.3157,3.2044,0.4945,7,P
-0.0708,0.0349,-0.1977,0.1935,0.5566,1.1722,0.3244,7,P
-0.0137,0.2419,-0.3216,0.0597,1.7319,4.3012,0.2045,6,N
-0.2982,0.4919,-0.4344,0.1797,2.1949,1.4501,0.4732,6,P
-0.2972,0.3009,0.2227,-0.0059,0.1633,0.1439,0.5023,6,P
-0.3483,0.2583,-0.2186,0.0622,0.719,0.3989,0.3992,5,P
-0.2217,0.2995,0.091,0.1481,0.2389,5.9283,0.4663,8,P
-0.4367,-0.1604,0.3963,-0.2972,0.2552,2.6132,0.6737,5,P
0.1756,0.1568,-0.1651,-0.0172,0.4974,2.0204,0.8059,5,P
0.225,-0.366,-0.3556,0.0745,0.9313,6.7781,0.4169,8,N
0.1189,-0.2901,-0.3703,0.0958,11.1119,4.7819,0.7883,8,N
-0.376,-0.345,0.2813,0.1431,1.7221,7.911,0.6282,5,N
0.4606,-0.1783,0.1307,0.3792,4.1901,1.353,0.4207,5,P
-0.2861,-0.1364,-0.0455,-0.076,1.7529,3.383,0.7365,7,P
0.1428,0.2409,-0.3978,-0.0309,1.9808,3.8645,0.2571,7,N
-0.4943,0.1654,-0.1072,-0.1784,0.6201,9.4776,0.9438,8,N
-0.4818,-0.2326,0.2868,-0.3127,5.2847,4.7033,0.5011,8,N
-0.2745,-0.4185,-0.3263,0.3119,2.4397,9.0702,0.4818,5,N
-0.1379,-0.0053,-0.0658,-0.4607,9.333,0.7672,0.0873,6,N
-0.1766,-0.1324,0.2954,-0.1154,1.2849,12.092,0.677,7,N
0.4157,-0.498,-0.3106,0.4268,3.1571,0.3773,0.7369,7,P
0.3886,-0.258,-0.4368,0.0373,4.3184,1.58,0.5451,8,N
-0.2203,-0.0681,0.1857,0.3468,0.7528,5.8192,0.8653,6,P
-0.3904,-0.4857,0.2122,-0.3947,4.3067,2.9817,0.2995,8,N
0.0226,-0.4677,-0.0659,0.1756,1.9116,1.2161,0.6102,8,P
-0.3048,-0.3653,-0.3527,0.4201,0.3561,7.8171,0.7044,8,N
-0.2068,-0.47,0.0345,-0.2922,5.521,2.1028,0.7282,8,N
-0.2145,-0.4714,-0.0415,0.1154,1.7874,1.8203,0.7682,5,P
0.0757,0.1646,-0.247,0.3357,2.4826,2.9087,0.2618,5,N
-0.1636,-0.0451,0.0865,-0.1512,2.1209,0.762,0.6817,6,P
-0.167,0.3701,0.1375,0.4974,1.9676,1.4598,0.4323,7,P
0.2168,-0.46,-0.2634,0.4351,1.1368,0.1682,0.4422,8,P
-0.0295,0.2855,0.1183,0.4971,0.5134,4.8522,0.3761,6,P
0.3344,-0.3346,0.1862,0.4887,2.4887,4.0529,0.6757,7,N
-0.1401,-0.2066,0.0074,0.331,1.439,0.2657,0.6088,6,P
-0.1784,0.1398,0.2502,-0.4611,3.8356,0.6141,0.8764,8,P
-0.3931,0.3591,0.3192,0.3647,3.4099,6.9427,0.7888,6,N
0.3051,-0.3317,-0.4879,-0.2198,3.8745,0.7699,0.889,8,P
-0.0049,0.1167,-0.4208,-0.2238,9.2416,0.3164,0.7782,7,N
0.0433,0.4746,-0.4619,0.0122,2.5394,3.3904,0.8403,7,P
0.0229,-0.3008,0.3761,-0.1099,2.9998,0.7391,0.1902,7,P
0.0671,-0.334,-0.2688,-0.3362,0.261,0.1536,0.3562,5,P
-0.2137,-0.4274,0.2777,-0.3113,20.9562,1.5885,0.3613,5,N
-0.3698,0.4858,0.3587,-0.0766,4.1242,4.7791,0.7413,5,N
0.4126,0.4619,-0.4692,-0.0212,0.0533,2.3028,0.6834,6,P
0.0985,-0.0683,-0.4003,-0.1657,0.517,13.4276,0.8317,5,N
0.3665,-0.0587,0.1522,-0.2506,6.8511,3.3715,0.6351,8,N
-0.2412,-0.2143,0.2712,0.1449,0.9795,8.6772,0.6488,6,N
0.4602,0.4112,0.4169,-0.2246,10.561,0.4546,0.7433,7,N
-0.2856,-0.3203,-0.1774,-0.0833,1.2534,0.1586,0.3439,7,P
0.266,0.183,-0.2948,-0.4017,2.4237,1.0452,0.8588,5,P
0.4416,0.4331,0.0605,0.2868,2.9437,1.0935,0.8404,7,P
0.378,-0.3083,-0.3438,-0.4096,0.7468,0.1941,0.5559,8,P
0.4904,-0.0284,0.0586,-0.2457,6.1416,5.9697,0.7988,7,N
-0.1734,0.257,-0.1239,-0.3133,0.5672,1.1376,0.5597,7,P
0.3785,0.3111,-0.477,0.0312,0.6451,1.1963,0.5876,6,P
0.2754,0.1902,-0.0635,-0.3314,3.8033,4.7712,0.4191,5,N
0.2751,0.0144,-0.3215,0.1718,1.2541,0.2428,0.507,6,P
0.3241,-0.2616,-0.1662,-0.116,4.5962,2.6974,0.5379,6,N
-0.0999,-0.1698,0.2231,0.4783,0.5127,1.1802,0.4656,7,P
-0.1614,0.2898,0.1052,-0.3254,1.4224,2.0721,0.869,8,P
0.4853,-0.0687,-0.1697,0.3811,0.8472,0.8286,0.3944,6,P
0.0095,0.0684,-0.4634,0.25,3.1047,9.5232,0.4503,8,N
-0.1648,0.4323,0.1178,-0.1624,5.6726,0.896,0.3541,6,P
0.2267,-0.3448,-0.4785,0.2611,5.1986,0.807,0.8355,8,P
0.3106,0.018,-0.0156,-0.4943,3.2068,2.4909,0.7207,5,N
-0.4341,-0.2917,-0.4133,-0.4878,6.5662,12.0195,0.4396,8,N
0.0497,0.3054,0.1916,0.226,8.625,1.5692,0.43,8,N
0.1514,-0.2886,-0.0133,-0.0207,11.0668,0.4846,0.7636,8,N
0.2247,0.4155,0.1204,0.1066,0.516,2.3846,0.5983,6,P
0.4428,0.2077,0.2777,0.3962,2.4663,0.1984,0.694,6,P
0.304,0.0888,0.2993,-0.0884,1.9957,6.4574,0.7879,8,N
0.4788,0.4541,0.346,0.0774,2.0735,0.0573,0.7563,7,P
0.4838,-0.4557,0.0033,-0.1636,2.9464,1.0214,0.6647,6,P
-0.3439,-0.0559,-0.3867,-0.4777,3.4461,3.4125,0.6726,5,P
0.0887,0.4349,0.246,-0.403,2.3658,2.4503,0.394,5,N
0.4139,0.1537,0.2976,0.3316,0.6133,1.9585,0.681,5,P
-0.3964,0.0714,-0.314,-0.0496,4.5713,1.2473,0.7508,6,P
0.4427,0.176,0.0027,0.4278,4.6918,0.7736,0.6359,8,P
-0.4536,0.336,-0.2648,0.286,16.7988,5.1974,0.6263,7,N
-0.0883,0.4006,0.3417,-0.4451,2.9624,2.2751,0.7459,8,P
-0.388,-0.0462,0.174,0.3492,2.1145,1.0649,0.6543,8,P
0.2316,-0.3521,0.2963,0.3933,1.3589,1.1708,0.9041,6,P
-0.3939,0.2429,-0.1561,0.1192,7.6843,5.9526,0.7035,8,N
-0.1076,0.2093,0.2429,0.3555,3.073,3.1281,0.9276,8,P
-0.4942,0.2549,0.1918,0.2263,5.7132,6.6433,0.5652,5,N
-0.4311,-0.3557,0.4733,-0.3352,2.878,0.8475,0.3939,8,P
-0.2743,0.1561,-0.4682,-0.4761,0.1242,3.0493,0.1712,8,N
0.3348,0.2567,0.4801,0.1112,5.1447,0.3468,0.779,6,P
0.2768,-0.4633,-0.1215,0.1856,1.8218,1.0459,0.8603,8,P
0.1604,-0.3395,-0.0386,-0.0914,2.5542,3.3577,0.4953,6,P
-0.1714,-0.2923,-0.3894,-0.1507,0.1566,16.1109,0.4441,6,N
-0.4185,-0.4689,-0.4403,0.4956,3.6095,2.2395,0.6391,6,N
0.4555,-0.0482,-0.284,0.043,5.2641,0.2115,0.4124,5,N
-0.3915,0.2307,-0.3,0.0591,1.9728,1.931,0.6336,8,P
-0.1636,0.2759,-0.4561,0.0667,0.4883,1.6542,0.6022,8,P
-0.4323,-0.4645,-0.3588,-0.3633,4.5696,2.7295,0.4035,7,N
-0.1886,-0.2773,-0.1296,0.2037,1.1127,2.87,0.7361,6,P
0.2142,0.084,-0.3636,-0.2432,3.0546,0.2038,0.5538,6,P
-0.1953,-0.3711,-0.0112,0.3594,5.5473,0.8786,0.939,5,P
-0.2378,0.0155,-0.0904,0.0435,0.1825,4.2928,0.7218,5,P
0.2201,0.4576,-0.2275,-0.1954,1.2965,0.1539,0.8127,8,P
0.2092,-0.3298,-0.3687,-0.413,1.9518,2.2527,0.5653,5,P
0.3031,-0.2224,0.2398,-0.1001,0.535,0.5356,0.7124,5,P
0.1354,-0.4094,-0.3364,0.3637,0.0618,0.2611,0.8212,5,P
0.23,-0.1237,0.2769,-0.1538,1.6861,4.1398,0.6137,5,N
0.0778,-0.11,-0.1898,-0.3479,1.129,8.3216,0.6148,7,N
0.1074,0.4553,0.0061,0.1779,1.6006,3.2338,0.8253,5,P
-0.0071,-0.3155,0.0556,-0.3043,3.1109,0.7456,0.3789,6,P
0.0915,0.4692,-0.1947,0.0028,2.7352,0.4702,0.6173,7,P
0.0491,0.3654,-0.4507,-0.1636,0.6966,1.4476,0.8689,7,P
-0.4772,-0.3279,0.3852,-0.4266,4.6631,7.4494,0.7978,8,N
0.0727,-0.0877,-0.2341,0.2738,4.1358,0.861,0.8623,5,P
0.4497,-0.466,-0.4653,-0.2316,5.5111,6.188,0.8166,6,N
-0.112,-0.4886,0.1754,0.1021,1.3721,6.3664,0.8999,6,N
0.17,-0.4334,0.2293,-0.3718,0.1553,5.0789,0.7478,6,P
0.3316,0.3836,-0.1326,0.1945,0.8484,6.6927,0.6747,8,N
-0.1507,-0.125,-0.4344,-0.172,3.43,9.2259,0.7756,5,N
-0.2598,-0.0336,-0.0493,-0.1433,9.628,0.4284,0.3255,7,N
-0.2976,0.232,0.0788,0.0778,4.6431,2.297,0.5428,7,N
0.2147,0.21,0.0458,0.4022,1.7274,2.6303,0.8925,7,P
0.1212,-0.1116,0.0635,0.1867,1.3843,13.697,0.6676,6,N
0.4716,0.3351,0.1523,-0.3645,3.3921,0.889,0.464,6,P
0.2194,-0.4751,-0.4444,0.2575,1.3456,2.9848,0.3331,7,N
-0.463,-0.4213,0.1948,-0.4948,1.6416,1.3184,0.7447,6,P
-0.2021,-0.4842,-0.1085,0.2563,0.5014,0.03,0.3883,7,P
0.0424,-0.1531,0.1882,0.3148,3.5811,3.2468,0.4105,5,N
0.1096,0.1373,-0.4122,-0.3869,5.3031,3.0819,0.8126,5,N
0.3044,-0.3434,-0.057,-0.0498,2.0088,1.2164,0.8765,8,P
-0.2384,0.1019,-0.0531,-0.4204,9.242,2.9524,0.185,6,N
0.3749,0.4644,-0.4793,-0.3269,0.371,3.6802,0.614,5,P
0.3141,0.3496,-0.0177,0.0483,2.1564,2.1975,0.7917,5,P
-0.3715,-0.3423,0.204,-0.0537,0.09,5.3571,0.4961,6,P
-0.471,0.4306,-0.3077,0.0452,1.2466,1.6137,0.6713,8,P
-0.3049,-0.4715,-0.4759,0.2065,2.1719,1.3087,0.8797,5,P
-0.2791,-0.0476,-0.1459,-0.1565,3.2972,2.7027,0.3604,7,P
0.4462,-0.3042,-0.083,0.1072,0.8304,4.2844,0.3614,5,N
0.4399,0.313,-0.0746,-0.2291,2.8029,2.8441,0.6024,8,P
0.479,-0.2864,0.3512,0.4867,0.5126,1.4803,0.2608,7,P
-0.0648,0.185,-0.3971,0.1943,0.7523,0.7034,0.2494,8,P
-0.2933,0.4616,0.2231,0.0948,2.7623,6.7014,0.4462,7,N
0.0738,-0.372,-0.4101,-0.3918,2.6106,1.9126,0.212,5,N
-0.1043,0.1784,0.4499,0.3427,3.0586,2.7497,0.6966,7,P
-0.0739,-0.2407,-0.3226,0.0229,0.4202,1.6553,0.4589,7,P
-0.3406,0.4733,0.2515,0.2505,1.388,1.1339,0.613,5,P
-0.1322,-0.0721,0.4433,0.3959,2.489,5.7088,0.7958,7,N
0.0115,-0.4696,-0.4013,0.1729,1.5591,9.0388,0.6314,6,N
-0.1652,-0.0264,0.3254,0.0648,5.5574,1.6906,0.6176,7,P
-0.3502,0.194,-0.4322,0.2351,5.5191,4.9256,0.8929,6,N
0.3652,0.0411,0.0515,-0.0209,1.7478,6.1402,0.8814,8,N
0.017,0.1343,0.1564,0.0391,1.2907,0.7798,0.3672,5,P
-0.4893,0.0152,0.3106,0.1393,1.3545,1.404,0.7226,5,P
-0.1328,0.0202,-0.1542,0.4344,5.386,8.449,0.5029,5,N
-0.4967,0.0595,0.0244,0.2479,5.2144,11.1002,0.3299,7,N
-0.4834,-0.1648,0.219,0.4527,2.0319,0.8829,0.5861,7,P
-0.116,-0.0852,0.2715,-0.1683,2.2606,0.4132,0.6672,5,P
0.4569,0.0669,-0.3102,0.3806,2.9392,0.5104,0.9111,5,P
0.246,-0.1219,-0.2041,0.0285,5.7135,0.9714,0.5707,5,P
-0.4179,-0.2297,-0.4257,0.1762,0.6526,2.379,0.2793,7,P
0.216,-0.2663,-0.1668,0.3158,1.711,9.8244,0.7422,5,N
-0.2456,-0.3546,-0.3358,0.054,1.559,3.0508,0.6947,6,P
0.3512,-0.3951,0.4997,0.2016,0.7366,0.8936,0.4397,8,P
-0.0947,-0.132,-0.1546,0.482,12.1267,9.0918,0.8712,7,N
-0.3782,0.1174,0.398,-0.3735,1.1309,2.1865,0.5471,7,P
0.2694,-0.3748,0.1628,0.0779,2.3609,1.5387,0.0532,5,P
0.4509,0.4127,0.3558,0.3527,1.8151,4.1974,0.8409,5,P
-0.2279,0.368,-0.3881,0.1901,1.0974,0.0357,0.3432,8,P
-0.4236,-0.0123,0.4027,-0.0164,0.3493,2.7462,0.6379,6,P
0.2751,-0.1771,-0.0039,-0.0318,2.1458,0.3396,0.4212,7,P
-0.0358,-0.3655,-0.3711,-0.258,4.7532,1.3888,0.4771,5,N
0.3654,0.4129,0.1247,0.2593,0.1718,4.7093,0.6756,8,P
-0.4066,-0.3288,0.1821,0.3912,4.2166,0.5006,0.525,7,P
0.1893,-0.3932,-0.449,0.3654,0.6954,1.0871,0.2939,7,P
-0.3304,0.0866,0.2894,-0.3314,3.2006,2.2991,0.7115,5,P
-0.0193,0.1125,-0.4403,-0.0308,4.2685,7.4896,0.8863,7,N
-0.2697,0.2537,-0.1447,-0.3366,0.0588,5.083,0.7247,6,P
0.0177,0.0473,0.0542,0.4493,1.4081,8.0715,0.7581,7,N
-0.1703,-0.4757,-0.457,-0.4045,6.0082,17.2075,0.6489,6,N
0.0726,-0.3495,0.4421,0.4737,0.0688,3.9894,0.6135,8,P
-0.2151,-0.0194,-0.3942,-0.1005,3.9014,2.3649,0.826,5,P
0.1085,-0.0708,-0.3922,0.2817,2.3583,1.6336,0.8266,6,P
0.464,0.4998,-0.4036,-0.4823,6.3124,0.2322,0.4467,5,P
0.1607,0.3841,0.4866,0.019,4.2423,8.2413,0.7536,8,N
0.4914,0.3312,0.0071,-0.0223,0.5503,10.508,0.9061,7,N
-0.1098,0.3378,-0.0814,-0.0245,0.2854,0.0589,0.4396,6,P
0.3462,0.3007,-0.2375,0.341,3.5844,3.019,0.7864,6,N
-0.384,-0.2202,-0.2634,0.1917,11.2009,0.7525,0.904,8,N
-0.1395,0.4437,-0.406,-0.3198,4.2746,2.5174,0.163,5,N
-0.045,0.4703,-0.0118,0.1109,3.0443,6.9417,0.5739,5,N
-0.4065,0.3131,0.1125,-0.0215,0.9382,2.2146,0.7828,6,P
-0.3611,-0.0931,0.3387,-0.1589,2.1869,2.7896,0.8385,5,P
-0.1171,0.4307,-0.3188,-0.3841,1.4024,1.5949,0.4994,6,P
-0.0627,0.38,0.0841,0.0196,1.4518,1.106,0.724,6,P
0.4443,-0.4372,-0.2946,0.3097,1.0482,13.4917,0.4165,8,N
0.2393,-0.1109,-0.3891,0.3601,0.0249,5.1235,0.925,6,P
0.2849,0.1057,0.217,-0.1694,0.2579,0.4005,0.1922,8,P
0.2209,0.3133,-0.4562,-0.2645,1.6348,0.496,0.5092,8,P
-0.0351,-0.2477,0.3225,0.1412,0.3687,0.6336,0.8878,7,P
0.0279,-0.3567,-0.3988,-0.0902,0.0359,4.2806,0.903,6,P
-0.2132,0.232,-0.1872,0.0186,4.4554,0.8871,0.41,8,P
-0.4918,-0.2293,-0.0895,0.1274,0.9017,6.4837,0.1175,7,N
0.2221,-0.2511,0.3066,-0.0096,7.2082,1.5117,0.5874,6,P
0.266,-0.0203,-0.0237,0.0859,0.8424,0.9561,0.515,7,P
-0.0012,-0.378,0.4345,0.0403,1.1788,0.2266,0.8065,6,P
0.4979,-0.4954,0.262,-0.0262,0.3161,10.6466,0.8173,8,N
0.3281,0.4894,-0.1149,-0.4046,0.1081,3.6247,0.8816,7,P
-0.3462,-0.125,-0.3862,0.418,0.6932,4.2911,0.6874,6,P
-0.2813,0.3167,-0.2324,-0.0229,0.77,1.8707,0.4327,7,P
-0.4623,-0.2684,-0.1915,0.3064,1.0411,0.6745,0.7811,8,P
0.1811,0.3242,0.1771,-0.0561,0.0361,4.6727,0.6712,7,P
0.0522,0.1759,0.1879,-0.0098,1.5866,3.3721,0.5099,8,P
0.4806,0.2459,-0.3705,-0.4591,0.5197,8.4258,0.4878,7,N
-0.4391,0.0238,0.4799,0.2511,1.109,2.3859,0.9331,5,P
-0.4763,0.2711,-0.4556,-0.0445,0.7911,1.0027,0.5033,8,P
0.2538,-0.2512,0.1432,0.0774,0.8523,8.0789,0.2792,6,N
-0.4059,-0.1503,-0.0429,-0.029,3.5453,4.6922,0.7795,7,N
0.3528,-0.3067,-0.3759,-0.4637,1.6656,0.4662,0.5756,8,P
0.3389,-0.0282,-0.085,-0.3942,1.6106,1.3197,0.9115,5,P
0.0782,0.0321,0.4549,-0.3111,0.4285,9.7067,0.9364,6,N
-0.1795,0.291,-0.4469,-0.2287,1.3217,0.4249,0.8834,8,P
0.2225,-0.2634,0.0137,0.3607,4.5436,0.0511,0.7962,7,P
-0.2834,-0.4012,0.4013,-0.1791,3.7363,1.1219,0.5232,8,P
-0.2186,0.2181,-0.2182,0.46,0.9944,2.1529,0.6182,6,P
-0.1106,0.4075,-0.1003,-0.3124,1.7376,1.725,0.5347,6,P
0.0257,0.2227,-0.104,-0.335,1.562,2.0107,0.6897,7,P
-0.3228,-0.249,-0.2034,0.074,0.9725,3.9136,0.8565,5,P
0.1076,-0.0024,-0.4505,-0.2063,2.2024,3.2509,0.2591,8,N
-0.4434,0.021,-0.2751,0.4816,3.6012,5.9199,0.8426,8,N
0.2006,0.2338,-0.4542,-0.4278,2.8913,2.6739,0.6567,8,P
-0.1628,0.1577,0.2796,0.072,4.0537,0.4386,0.2114,6,P
-0.1369,-0.4917,-0.3072,-0.3891,7.6717,0.939,0.6114,7,N
0.2393,0.3185,-0.3742,0.1094,6.2415,0.7023,0.6289,7,P
-0.3399,0.4859,0.0141,-0.1609,0.7994,1.0147,0.6717,8,P
-0.2452,-0.0289,-0.0909,0.3476,2.664,4.3354,0.2456,7,N
-0.2105,-0.1674,0.4343,-0.1024,0.2018,0.0868,0.6823,8,P
0.3362,-0.3279,0.2904,-0.406,4.5562,4.775,0.6444,8,N
0.0922,-0.1675,-0.289,-0.1966,2.9143,7.5748,0.2283,8,N
-0.4928,-0.3923,0.0136,0.0481,0.5024,2.2177,0.2933,5,P
0.2484,0.3069,-0.3637,-0.1938,4.6502,1.7402,0.5506,8,N
-0.4009,-0.498,0.2616,-0.2506,7.0663,2.2706,0.5983,6,N
0.2546,-0.1576,0.3235,0.3617,3.9216,2.1507,0.5647,6,P
0.4781,0.2399,-0.2307,-0.4286,3.4365,3.4518,0.6334,6,N
0.4715,-0.1818,0.2075,0.016,0.335,0.27,0.6256,5,P
0.1574,-0.0595,-0.2329,-0.0268,0.0258,1.5167,0.8959,5,P
-0.0311,0.139,-0.1403,0.3631,6.9593,0.1555,0.5923,6,N
-0.2156,-0.255,-0.4695,0.258,0.4959,3.8369,0.6631,6,P
-0.1858,-0.4778,0.4087,-0.2157,1.6213,0.3707,0.9196,8,P
-0.128,0.4273,0.3008,-0.4477,6.3903,0.0823,0.8555,6,P
-0.0439,-0.4996,-0.4018,-0.0434,0.9351,6.6811,0.4732,7,N
-0.1444,0.2799,0.4317,0.2651,2.52,1.6956,0.7656,5,P
0.1662,-0.4078,0.0726,0.1759,7.5984,0.0038,0.855,5,P
-0.4885,0.1978,-0.494,-0.2142,1.3056,2.3422,0.211,8,N
-0.2944,0.3271,0.0061,-0.4238,12.306,0.655,0.8281,6,N
-0.3932,-0.4913,-0.4765,-0.0682,3.6117,3.79,0.5698,8,N
0.062,0.3647,0.4336,0.2675,12.4297,4.5353,0.3238,7,N
-0.2887,-0.3114,-0.1138,-0.3253,1.0032,4.4895,0.4023,7,P
0.3834,0.3421,-0.3023,-0.3925,1.756,0.2697,0.5607,7,P
-0.1866,0.3354,-0.1284,0.2507,5.8861,0.1468,0.5671,7,P
0.4737,-0.0064,-0.0302,-0.029,7.7636,5.9861,0.5624,8,N
0.2564,-0.2932,0.4598,0.4074,0.5839,0.1485,0.8782,8,P
-0.376,0.3416,-0.4693,0.0776,1.2622,4.8091,0.6517,7,N
0.2211,-0.1201,-0.0703,0.3997,2.8712,1.1084,0.2765,7,P
-0.3394,0.0323,-0.4235,0.425,5.179,0.9476,0.7388,7,P
-0.2674,0.2914,-0.3325,0.0519,4.3339,1.33,0.8632,6,P
0.2449,0.1737,-0.4445,-0.2637,4.4671,3.5543,0.9366,8,N
0.3695,-0.0941,0.0431,-0.4364,1.7112,7.4474,0.6162,6,N
-0.3553,-0.3734,0.1074,-0.145,11.2703,0.9581,0.5387,8,N
0.4044,-0.3,0.1223,-0.2988,0.3593,4.2649,0.2236,7,P
-0.2005,0.291,0.0134,0.2755,2.381,0.2613,0.7267,6,P
-0.3839,0.1515,0.1682,0.2882,3.8308,0.2596,0.4078,8,P
-0.2033,0.2303,0.374,0.3141,6.6794,1.5056,0.3226,5,N
0.2635,0.2687,0.0424,-0.0189,2.731,8.0896,0.4713,7,N
-0.1695,0.4558,0.4268,0.3691,0.2754,4.5127,0.8887,8,P
-0.2203,0.1663,-0.0654,0.3751,4.9532,0.2895,0.6016,5,P
-0.2308,-0.0185,-0.1081,0.2256,3.4636,6.2946,0.7958,7,N
-0.1265,-0.3256,0.0335,0.1328,1.9242,5.6902,0.511,6,N
0.2372,0.479,0.229,0.3846,3.7137,2.4648,0.8516,7,P
-0.0427,-0.4801,0.1767,-0.0399,5.8229,1.1886,0.6799,8,N
0.2155,-0.307,0.2518,0.2673,0.3449,1.9641,0.6009,5,P
0.4151,-0.267,-0.2476,-0.2831,1.3037,4.9927,0.6611,5,N
0.1647,-0.4501,0.1791,0.4575,1.512,10.6458,0.7703,5,N
0.2512,-0.4058,-0.3276,-0.1213,8.6993,2.3077,0.4734,6,N
-0.0138,0.3988,0.3507,-0.0485,5.1161,5.509,0.5773,7,N
0.2039,-0.2386,0.3545,-0.2265,2.6046,0.8736,0.7687,8,P
0.269,0.044,0.1271,0.2896,1.966,5.4086,0.6719,8,N
-0.0123,-0.1655,-0.1804,0.4578,0.7201,6.7545,0.4947,7,N
0.0981,-0.2647,0.0163,-0.4228,1.0715,4.7129,0.5424,5,N
0.4401,-0.073,0.3195,0.0836,0.9441,1.879,0.871,5,P
-0.3371,0.3707,-0.387,0.1895,0.4644,0.1133,0.5374,7,P
-0.2648,0.2282,-0.3506,0.2684,17.1275,1.1155,0.6584,8,N
-0.3127,-0.1695,0.4741,-0.1756,4.2269,4.7981,0.4611,5,N
-0.3175,0.0044,0.4656,-0.0001,2.042,0.1158,0.8189,5,P
-0.2619,0.1432,-0.4926,0.4728,7.2555,8.6638,0.591,7,N
0.3194,0.3582,-0.4069,-0.2676,5.9949,10.3954,0.6778,6,N
-0.3702,0.4941,0.3191,0.2789,0.4711,9.4877,0.5788,8,N
0.2243,-0.0597,0.268,-0.149,2.2884,3.9672,0.6001,6,P
-0.3403,0.0243,-0.153,-0.233,0.0467,0.0475,0.6353,7,P
0.2128,-0.0352,0.3878,-0.2986,13.9208,5.18,0.8557,7,N
0.0436,0.3862,0.4085,-0.0116,11.385,8.0011,0.6326,8,N
-0.3738,-0.4645,0.1813,0.4887,2.656,0.5703,0.4191,5,P
0.3157,0.4444,0.1581,-0.3524,7.7163,2.9274,0.2318,6,N
0.4347,-0.2827,-0.1112,-0.2002,3.7257,1.4213,0.5534,5,P
-0.1767,-0.2654,-0.3395,0.0537,6.1148,0.2376,0.8121,6,P
-0.4579,-0.3966,0.3955,0.1002,3.3123,17.6446,0.7116,5,N
-0.4968,0.431,0.1006,-0.3291,0.3869,0.2155,0.9304,6,P
-0.4853,-0.4733,0.1326,0.4255,3.3396,5.2704,0.7815,6,N
0.0393,0.0089,-0.1931,-0.2759,2.1009,9.8302,0.4966,7,N
0.0397,0.4666,-0.4659,0.2715,7.0466,1.6488,0.6443,7,N
0.3352,0.4305,0.3587,-0.3246,2.2252,0.1525,0.8992,6,P
-0.4922,-0.0226,-0.2246,0.0703,0.2098,0.0372,0.5704,6,P
0.1004,-0.2572,0.0754,-0.465,0.5275,0.4382,0.4711,6,P
-0.429,-0.1004,0.0003,0.15,0.1953,2.8527,0.3513,6,P
0.1353,-0.2528,-0.1805,-0.4081,4.4748,8.2141,0.48,5,N
-0.3938,-0.2167,0.3241,-0.0756,5.439,2.0745,0.6645,8,P
-0.1757,-0.4815,-0.1957,-0.0243,2.3887,0.3326,0.4183,5,P
0.3638,-0.2715,0.329,-0.3629,3.9592,1.704,0.6847,6,P
0.2014,-0.48,-0.2458,0.1282,1.9465,0.5558,0.6433,7,P
-0.0602,-0.2539,-0.3747,0.3246,1.4825,1.6176,0.8557,5,P
0.0914,-0.2849,0.1773,0.0776,2.2671,3.6098,0.7309,8,P
-0.0839,-0.3875,0.066,-0.4715,3.3106,1.0723,0.3617,6,P
-0.4507,0.4704,0.0435,-0.2471,0.486,0.0732,0.7173,7,P
0.3847,0.4403,0.0417,0.3331,1.3133,2.1632,0.4235,7,P
-0.2033,0.0328,0.3563,-0.0683,0.2937,1.6735,0.6516,7,P
0.4674,-0.2169,-0.4516,-0.1102,0.0337,2.2805,0.7372,6,P
-0.2676,-0.1302,0.2821,0.0218,0.5609,2.3372,0.7083,5,P
-0.0179,-0.2149,-0.1499,-0.2022,1.6404,2.0068,0.9239,5,P
-0.4558,-0.1283,0.3677,-0.4399,8.6908,1.5418,0.3904,8,N
0.4682,-0.245,-0.3705,0.3496,0.5763,3.5294,0.781,5,P
